,Country,Target Year,Population lag 1 year,Population Current,Life Ex lag 1 year,Life Ex Current,GDP lag 1 year,GDP Current,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 1 year,CO2 Current,Happy lag 1 year
423,Mexico,2009,110815272.0,112463886.0,75.0,75.4,1109990000000.0,900045000000.0,10016.57121,8002.972178,14511187017.0,14987090071.0,6.8023886680603
424,Mexico,2010,112463886.0,114092961.0,75.4,75.3,900045000000.0,1057800000000.0,8002.972178,9271.398396,14987090071.0,15450872585.0,6.90951538085938
425,Mexico,2011,114092961.0,115695468.0,75.3,75.8,1057800000000.0,1180490000000.0,9271.398396,10203.4213,15450872585.0,15935037426.0,7.32018518447876
426,Mexico,2012,115695468.0,117274156.0,75.8,76.0,1180490000000.0,1201090000000.0,10203.4213,10241.72783,15935037426.0,16431337006.0,7.44254636764526
427,Mexico,2013,117274156.0,118827158.0,76.0,75.6,1201090000000.0,1274440000000.0,10241.72783,10725.18359,16431337006.0,16921466676.0,6.67983102798462
428,Mexico,2014,118827158.0,120355137.0,75.6,75.7,1274440000000.0,1315350000000.0,10725.18359,10928.91601,16921466676.0,17402595462.0,6.23628711700439
429,Mexico,2015,120355137.0,121858251.0,75.7,75.6,1315350000000.0,1171870000000.0,10928.91601,9616.645558,17402595462.0,17884570053.0,6.82417297363281
435,Moldova,2006,4159296.0,4146264.0,67.82,68.022,2988348836.0,3408244549.0,1034.707058,1183.379211,1304639013.0,1309668760.0,4.77491807937622
436,Moldova,2007,4146264.0,4130129.0,68.022,68.302,3408244549.0,4401189466.0,1183.379211,1531.685476,1309668760.0,1314647314.0,5.50275611877441
437,Moldova,2008,4130129.0,4112886.0,68.302,68.671,4401189466.0,6054849885.0,1531.685476,2111.201495,1314647314.0,1319837694.0,5.55437421798706
438,Moldova,2009,4112886.0,4097515.0,68.671,69.119,6054849885.0,5439422031.0,2111.201495,1899.010117,1319837694.0,1324377206.0,5.5897364616394
439,Moldova,2010,4097515.0,4086090.0,69.119,69.616,5439422031.0,6974982393.0,1899.010117,2437.537683,1324377206.0,1329208111.0,5.7922625541687
440,Moldova,2011,4086090.0,4079167.0,69.616,70.119,6974982393.0,8414351672.0,2437.537683,2942.252807,1329208111.0,1334153085.0,5.9957127571106
441,Moldova,2012,4079167.0,4075804.0,70.119,70.581,8414351672.0,8709138765.0,2942.252807,3045.730612,1334153085.0,1338918767.0,5.75605916976929
442,Moldova,2013,4075804.0,4074585.0,70.581,70.968,8709138765.0,9496717702.0,3045.730612,3322.04998,1338918767.0,1343818125.0,5.91705846786499
443,Moldova,2014,4074585.0,4073407.0,70.968,71.267,9496717702.0,9510198962.0,3322.04998,3328.79433,1343818125.0,1348576941.0,6.01747226715088
444,Moldova,2015,4073407.0,4070705.0,71.267,71.478,9510198962.0,7745241913.0,3328.79433,2732.46073,1348576941.0,1353358701.0,5.57778406143188
450,Philippines,2006,86326251.0,87888675.0,66.8,66.8,107420000000.0,127653000000.0,1244.348741,1452.438089,1854540721.0,1921064345.0,5.07356214523315
451,Philippines,2007,87888675.0,89405482.0,66.8,66.8,127653000000.0,155980000000.0,1452.438089,1744.639979,1921064345.0,1991827319.0,4.58906507492065
452,Philippines,2008,89405482.0,90901967.0,66.8,67.2,155980000000.0,181625000000.0,1744.639979,1998.02692,1991827319.0,2069127838.0,4.87991094589233
453,Philippines,2009,90901967.0,92414161.0,67.2,67.3,181625000000.0,175975000000.0,1998.02692,1904.196388,2069127838.0,2145619669.0,4.94151401519775
454,Philippines,2010,92414161.0,93966784.0,67.3,67.0,175975000000.0,208369000000.0,1904.196388,2217.472153,2145619669.0,2228572356.0,4.99395656585693
455,Philippines,2011,93966784.0,95570049.0,67.0,67.3,208369000000.0,234217000000.0,2217.472153,2450.735694,2228572356.0,2312314868.0,5.00196504592896
456,Philippines,2012,95570049.0,97212639.0,67.3,67.5,234217000000.0,261921000000.0,2450.735694,2694.305109,2312314868.0,2400723081.0,4.97692537307739
457,Philippines,2013,97212639.0,98871558.0,67.5,67.5,261921000000.0,283903000000.0,2694.305109,2871.429701,2400723081.0,2496517164.0,5.31255006790161
458,Philippines,2014,98871558.0,100513137.0,67.5,68.0,283903000000.0,297483000000.0,2871.429701,2959.645435,2496517164.0,2597701089.0,5.54748916625977
459,Philippines,2015,100513137.0,102113206.0,68.0,67.9,297483000000.0,306446000000.0,2959.645435,3001.043182,2597701089.0,2709843495.0,5.430832862854
465,Russia,2006,143672125.0,143403258.0,65.752,66.238,764017107992.0,989930542279.0,5317.782472,6903.12449,1511914000.0,1527049000.0,5.22286748886108
466,Russia,2007,143403258.0,143266207.0,66.238,66.807,989930542279.0,1299705764824.0,6903.12449,9071.96325,1527049000.0,1528156000.0,5.6187539100647
467,Russia,2008,143266207.0,143248764.0,66.807,67.426,1299705764824.0,1660846387625.0,9071.96325,11594.14114,1528156000.0,1592303000.0,5.15822792053223
468,Russia,2009,143248764.0,143326904.0,67.426,68.07,1660846387625.0,1222644282202.0,11594.14114,8530.459028,1592303000.0,1597325000.0,5.38477325439453
469,Russia,2010,143326904.0,143479273.0,68.07,68.715,1222644282202.0,1524917468442.0,8530.459028,10628.13769,1597325000.0,1621468000.0,5.38876628875732
470,Russia,2011,143479273.0,143703027.0,68.715,69.343,1524917468442.0,2045925608274.0,10628.13769,14237.17823,1621468000.0,1504779000.0,5.62073564529419
471,Russia,2012,143703027.0,143993888.0,69.343,69.944,2045925608274.0,2208295773643.0,14237.17823,15336.03825,1504779000.0,1595843000.0,5.53717756271362
472,Russia,2013,143993888.0,144325456.0,69.944,70.508,2208295773643.0,2292473246621.0,15336.03825,15884.05338,1595843000.0,1677642000.0,6.03697681427002
473,Russia,2014,144325456.0,144664837.0,70.508,71.018,2292473246621.0,2059241965491.0,15884.05338,14234.5715,1677642000.0,1683891000.0,5.99553871154785
474,Russia,2015,144664837.0,144985059.0,71.018,71.464,2059241965491.0,1363481063447.0,14234.5715,9404.28671,1683891000.0,1640747000.0,5.85494565963745
480,Saudi Arabia,2006,23816175.0,24498313.0,72.6,72.8,328460000000.0,376900000000.0,13791.45476,15384.73836,7668645874.0,8099937842.0,7.26669406890869
481,Saudi Arabia,2007,24498313.0,25184589.0,72.8,72.9,376900000000.0,415965000000.0,15384.73836,16516.63178,8099937842.0,8486444989.0,6.81137037277222
482,Saudi Arabia,2008,25184589.0,25888535.0,72.9,73.0,415965000000.0,519797000000.0,16516.63178,20078.26007,8486444989.0,8918781399.0,6.14759016036987
483,Saudi Arabia,2009,25888535.0,26630303.0,73.0,73.1,519797000000.0,429098000000.0,20078.26007,16113.14371,8918781399.0,9384625708.0,6.30709838867188
484,Saudi Arabia,2010,26630303.0,27421468.0,73.1,73.1,429098000000.0,528207000000.0,16113.14371,19262.5476,9384625708.0,9902341655.0,6.69978952407837
485,Saudi Arabia,2011,27421468.0,28267591.0,73.1,73.2,528207000000.0,671239000000.0,19262.5476,23745.88058,9902341655.0,10400000665.0,6.39635944366455
486,Saudi Arabia,2012,28267591.0,29154906.0,73.2,73.2,671239000000.0,735975000000.0,23745.88058,25243.602,10400000665.0,10963180158.0,6.49513292312622
487,Saudi Arabia,2013,29154906.0,30052058.0,73.2,73.3,735975000000.0,746647000000.0,25243.602,24845.12466,10963180158.0,11503985390.0,6.27837800979614
488,Saudi Arabia,2014,30052058.0,30916603.0,73.3,73.4,746647000000.0,756350000000.0,24845.12466,24464.21256,11503985390.0,12113191007.0,6.34549188613892
489,Saudi Arabia,2015,30916603.0,31717676.0,73.4,73.7,756350000000.0,654270000000.0,24464.21256,20627.92178,12113191007.0,12788069175.0,6.47392129898071
495,South Africa,2006,47880595.0,48489464.0,57.3,56.0,288868000000.0,303861000000.0,6033.101491,6266.533987,14145850450.0,14592473038.0,5.20445442199707
496,South Africa,2007,48489464.0,49119766.0,56.0,54.9,303861000000.0,333075000000.0,6266.533987,6780.884555,14592473038.0,15057273313.0,5.34630680084229
497,South Africa,2008,49119766.0,49779472.0,54.9,54.0,333075000000.0,316132000000.0,6780.884555,6350.65271,15057273313.0,15551915567.0,5.21843099594116
498,South Africa,2009,49779472.0,50477013.0,54.0,53.7,316132000000.0,329753000000.0,6350.65271,6532.736968,15551915567.0,16054175011.0,4.65242862701416
499,South Africa,2010,50477013.0,51216967.0,53.7,53.8,329753000000.0,417365000000.0,6532.736968,8148.961202,16054175011.0,16521105019.0,4.93051147460938
500,South Africa,2011,51216967.0,52003759.0,53.8,54.0,417365000000.0,458202000000.0,8148.961202,8810.930651,16521105019.0,16995053971.0,5.13388776779175
501,South Africa,2012,52003759.0,52832659.0,54.0,54.5,458202000000.0,434401000000.0,8810.930651,8222.197279,16995053971.0,17456192937.0,3.66072726249695
502,South Africa,2013,52832659.0,53687125.0,54.5,55.3,434401000000.0,400886000000.0,8222.197279,7467.079185,17456192937.0,17912058881.0,4.82845640182495
503,South Africa,2014,53687125.0,54544184.0,55.3,56.5,400886000000.0,381199000000.0,7467.079185,6988.808739,17912058881.0,18392686817.0,4.88732576370239
504,South Africa,2015,54544184.0,55386369.0,56.5,58.0,381199000000.0,346710000000.0,6988.808739,6259.839681,18392686817.0,18843258345.0,4.76973962783813
510,South Korea,2006,48701069.0,48880449.0,78.354,78.806,934901071333.0,1053216909888.0,19196.72587,21546.79287,472455700.0,492946900.0,5.7672758102417
511,South Korea,2007,48880449.0,49034813.0,78.806,79.243,1053216909888.0,1172614086540.0,21546.79287,23913.90962,492946900.0,488551400.0,5.38962459564209
512,South Korea,2008,49034813.0,49182458.0,79.243,79.66,1172614086540.0,1047339010225.0,23913.90962,21294.97087,488551400.0,494420900.0,5.64768981933594
513,South Korea,2009,49182458.0,49347450.0,79.66,80.056,1047339010225.0,943941876219.0,21294.97087,19128.48336,494420900.0,508338100.0,6.11602449417114
514,South Korea,2010,49347450.0,49545638.0,80.056,80.432,943941876219.0,1144066965324.0,19128.48336,23091.17435,508338100.0,518325900.0,6.94659900665283
515,South Korea,2011,49545638.0,49786153.0,80.432,80.79,1144066965324.0,1253223044719.0,23091.17435,25172.12054,518325900.0,530486600.0,6.00328683853149
516,South Korea,2012,49786153.0,50060639.0,80.79,81.137,1253223044719.0,1278427634343.0,25172.12054,25537.58122,530486600.0,580129900.0,5.9588098526001
517,South Korea,2013,50060639.0,50345720.0,81.137,81.472,1278427634343.0,1370795199976.0,25537.58122,27227.6412,580129900.0,602183000.0,5.80132532119751
518,South Korea,2014,50345720.0,50607904.0,81.472,81.795,1370795199976.0,1484318219634.0,27227.6412,29329.77069,602183000.0,603828700.0,5.78021144866943
519,South Korea,2015,50607904.0,50823087.0,81.795,82.1,1484318219634.0,1465773245547.0,29329.77069,28840.69686,603828700.0,602311600.0,5.97056436538696
525,Spain,2006,44019118.0,44728561.0,79.1,79.4,1153720000000.0,1260400000000.0,26429.15094,28389.07858,10597350513.0,10958053115.0,6.99461460113525
526,Spain,2007,44728561.0,45429071.0,79.4,79.5,1260400000000.0,1474000000000.0,28389.07858,32591.35031,10958053115.0,11326599135.0,7.29447269439697
527,Spain,2008,45429071.0,46068811.0,79.5,79.4,1474000000000.0,1631860000000.0,32591.35031,35510.72223,11326599135.0,11663366600.0,6.19860124588013
528,Spain,2009,46068811.0,46583566.0,79.4,81.0,1631860000000.0,1491470000000.0,35510.72223,32169.50285,11663366600.0,11960751675.0,6.18826246261597
529,Spain,2010,46583566.0,46931011.0,81.0,81.0,1491470000000.0,1422110000000.0,32169.50285,30532.48051,11960751675.0,12244624388.0,6.51824903488159
530,Spain,2011,46931011.0,47084242.0,81.0,88.0,1422110000000.0,1480710000000.0,30532.48051,31677.90031,12244624388.0,12529353918.0,6.29069042205811
531,Spain,2012,47084242.0,47063059.0,88.0,89.0,1480710000000.0,1324740000000.0,31677.90031,28322.80925,12529353918.0,12808317845.0,6.15002727508545
532,Spain,2013,47063059.0,46930554.0,89.0,81.3,1324740000000.0,1355140000000.0,28322.80925,29067.80946,12808317845.0,13061043968.0,6.45647764205933
533,Spain,2014,46930554.0,46777927.0,81.3,81.6,1355140000000.0,1371220000000.0,29067.80946,29500.78943,13061043968.0,13316111870.0,6.38066339492798
534,Spain,2015,46777927.0,46671919.0,81.6,81.9,1371220000000.0,1195600000000.0,29500.78943,25742.36883,13316111870.0,13587806073.0,6.31861209869385
540,Sweden,2006,9038627.0,9096170.0,79.6,79.8,392218000000.0,423093000000.0,43437.06312,46593.60216,4294318961.0,4348021600.0,7.24136257171631
541,Sweden,2007,9096170.0,9162941.0,79.8,79.9,423093000000.0,491253000000.0,46593.60216,53700.00534,4348021600.0,4400991791.0,7.51599740982056
542,Sweden,2008,9162941.0,9236433.0,79.9,82.0,491253000000.0,517706000000.0,53700.00534,56152.55234,4400991791.0,4451878630.0,7.26597738265991
543,Sweden,2009,9236433.0,9313085.0,82.0,83.0,517706000000.0,436537000000.0,56152.55234,46946.96027,4451878630.0,4499130831.0,7.49601888656616
544,Sweden,2010,9313085.0,9390157.0,83.0,85.0,436537000000.0,495813000000.0,46946.96027,52869.04429,4499130831.0,4552257184.0,7.38223218917847
545,Sweden,2011,9390157.0,9466705.0,85.0,88.0,495813000000.0,574094000000.0,52869.04429,60755.75955,4552257184.0,4601514453.0,7.56014776229858
546,Sweden,2012,9466705.0,9542817.0,88.0,89.0,574094000000.0,552484000000.0,60755.75955,58037.82132,4601514453.0,4648288304.0,7.43401050567627
547,Sweden,2013,9542817.0,9618016.0,89.0,81.1,552484000000.0,586842000000.0,58037.82132,61126.9432,4648288304.0,4693494300.0,7.23914766311646
548,Sweden,2014,9618016.0,9692137.0,81.1,81.4,586842000000.0,581964000000.0,61126.9432,60020.36046,4693494300.0,4736830244.0,7.28892230987549
549,Sweden,2015,9692137.0,9764949.0,81.4,81.5,581964000000.0,505104000000.0,60020.36046,51545.48361,4736830244.0,4780432845.0,7.36874437332153
555,Tajikistan,2006,6789318.0,6922590.0,63.7,64.0,2312327536.0,2830220713.0,340.5831832,408.8384135,416277061.0,418932229.0,4.4316086769104
556,Tajikistan,2007,6922590.0,7062667.0,64.0,64.3,2830220713.0,3719506173.0,408.8384135,526.6432883,418932229.0,422159325.0,5.06398677825928
557,Tajikistan,2008,7062667.0,7209924.0,64.3,65.2,3719506173.0,5161337336.0,526.6432883,715.8657063,422159325.0,425055345.0,4.5751748085022
558,Tajikistan,2009,7209924.0,7364752.0,65.2,65.9,5161337336.0,4979481980.0,715.8657063,676.1235111,425055345.0,427499319.0,4.38063621520996
559,Tajikistan,2010,7364752.0,7527397.0,65.9,65.5,4979481980.0,5642178580.0,676.1235111,749.5524123,427499319.0,430035734.0,4.26267147064209
560,Tajikistan,2011,7527397.0,7697507.0,65.5,65.9,5642178580.0,6522732203.0,749.5524123,847.3824321,430035734.0,432376470.0,4.49657154083252
561,Tajikistan,2012,7697507.0,7874838.0,65.9,66.1,6522732203.0,7633049792.0,847.3824321,969.2961039,432376470.0,435309882.0,4.96652126312256
562,Tajikistan,2013,7874838.0,8059782.0,66.1,66.4,7633049792.0,8448469838.0,969.2961039,1048.225602,435309882.0,438216775.0,4.89615774154663
563,Tajikistan,2014,8059782.0,8252827.0,66.4,66.7,8448469838.0,9112544556.0,1048.225602,1104.172358,438216775.0,442816897.0,5.12421083450317
564,Tajikistan,2015,8252827.0,8454019.0,66.7,67.3,9112544556.0,8271454301.0,1104.172358,978.4049812,442816897.0,448119179.0,5.10372114181519
570,Tanzania,2006,38450323.0,39548666.0,54.349,55.119,18399046025.0,18649590248.0,492.6313477,485.4974365,3978593.0,5395919.0,4.3179497718811
571,Tanzania,2007,39548666.0,40681416.0,55.119,55.926,18649590248.0,21843529025.0,485.4974365,552.8394775,5395919.0,6009584.0,4.38474178314209
572,Tanzania,2008,40681416.0,41853944.0,55.926,56.777,21843529025.0,27941177435.0,552.8394775,687.3904419,6009584.0,6413235.0,3.40750789642334
573,Tanzania,2009,41853944.0,43073830.0,56.777,57.666,27941177435.0,29081425282.0,687.3904419,695.2168579,6413235.0,6257558.0,3.22912907600403
574,Tanzania,2010,43073830.0,44346532.0,57.666,58.584,29081425282.0,32014249841.0,695.2168579,743.4036865,6257558.0,6463282.0,4.07356214523315
575,Tanzania,2011,44346532.0,45673520.0,58.584,59.525,32014249841.0,34657139495.0,743.4036865,781.4338989,6463282.0,6287901.0,4.00689744949341
576,Tanzania,2012,45673520.0,47053033.0,59.525,60.47,34657139495.0,39650530214.0,781.4338989,867.8574829,6287901.0,7331722.0,3.85239481925964
577,Tanzania,2013,47053033.0,48483132.0,60.47,61.398,39650530214.0,45680532614.0,867.8574829,970.3995972,7331722.0,8661963.0,3.48327851295471
578,Tanzania,2014,48483132.0,49960563.0,61.398,62.288,45680532614.0,49964788814.0,970.3995972,1030.077637,8661963.0,10479890.0,3.66059732437134
579,Tanzania,2015,49960563.0,51482638.0,62.288,63.111,49964788814.0,47378599025.0,1030.077637,947.9333496,10479890.0,11478780.0,2.90273427963257
585,Thailand,2006,65416189.0,65812539.0,71.1,71.2,189319000000.0,221758000000.0,2894.062656,3369.543198,3429230240.0,3655560812.0,5.78389120101929
586,Thailand,2007,65812539.0,66182064.0,71.2,71.4,221758000000.0,262942000000.0,3369.543198,3973.017172,3655560812.0,3884970942.0,5.63647127151489
587,Thailand,2008,66182064.0,66530979.0,71.4,71.7,262942000000.0,291383000000.0,3973.017172,4379.658787,3884970942.0,4111844432.0,5.47564506530762
588,Thailand,2009,66530979.0,66866834.0,71.7,71.6,291383000000.0,281710000000.0,4379.658787,4213.006654,4111844432.0,4354118162.0,6.21670293807983
589,Thailand,2010,66866834.0,67195032.0,71.6,72.5,281710000000.0,341105000000.0,4213.006654,5076.339872,4354118162.0,4609523027.0,6.66360902786255
590,Thailand,2011,67195032.0,67518379.0,72.5,73.0,341105000000.0,370819000000.0,5076.339872,5492.1215,4609523027.0,4863135212.0,6.30023527145386
591,Thailand,2012,67518379.0,67835969.0,73.0,73.3,370819000000.0,397558000000.0,5492.1215,5860.581471,4863135212.0,5133403120.0,6.23102474212646
592,Thailand,2013,67835969.0,68144519.0,73.3,73.5,397558000000.0,420333000000.0,5860.581471,6168.261356,5133403120.0,5421000776.0,6.98546361923218
593,Thailand,2014,68144519.0,68438748.0,73.5,73.7,420333000000.0,407339000000.0,6168.261356,5951.883487,5421000776.0,5703649146.0,6.20176267623901
594,Thailand,2015,68438748.0,68714519.0,73.7,73.9,407339000000.0,401296000000.0,5951.883487,5840.053067,5703649146.0,5989336794.0,6.07363986968994
600,Turkey,2006,67903461.0,68756809.0,74.0,78.0,506308311477.0,557057829051.0,7456.296101,8101.856924,5486819690.0,5768468875.0,5.62347173690796
601,Turkey,2007,68756809.0,69581854.0,78.0,71.2,557057829051.0,681337335022.0,8101.856924,9791.88245,5768468875.0,6081205583.0,5.11823177337646
602,Turkey,2008,69581854.0,70418612.0,71.2,71.6,681337335022.0,770462156204.0,9791.88245,10941.17215,6081205583.0,6390526778.0,5.21284151077271
603,Turkey,2009,70418612.0,71321406.0,71.6,72.0,770462156204.0,649272568774.0,10941.17215,9103.474051,6390526778.0,6705886416.0,5.49034738540649
604,Turkey,2010,71321406.0,72326992.0,72.0,72.4,649272568774.0,776992599947.0,9103.474051,10742.77498,6705886416.0,7020266449.0,5.27194404602051
605,Turkey,2011,72326992.0,73443254.0,72.4,72.8,776992599947.0,838762755164.0,10742.77498,11420.55546,7020266449.0,7359748701.0,5.3090763092041
606,Turkey,2012,73443254.0,74651046.0,72.8,73.2,838762755164.0,880556375780.0,11420.55546,11795.63346,7359748701.0,7713414910.0,4.88817739486694
607,Turkey,2013,74651046.0,75925454.0,73.2,73.5,880556375780.0,957783020853.0,11795.63346,12614.78161,7713414910.0,8058635494.0,5.57979440689087
608,Turkey,2014,75925454.0,77229262.0,73.5,73.9,957783020853.0,938952628604.0,12614.78161,12157.99043,8058635494.0,8420310957.0,5.51446533203125
609,Turkey,2015,77229262.0,78529413.0,73.9,74.2,938952628604.0,864316670331.0,12157.99043,11006.27952,8420310957.0,8801642900.0,5.32622194290161
615,Uganda,2006,27684590.0,28571475.0,46.6,47.7,9239221859.0,9977647645.0,333.7315763,349.2171001,45056521.0,47439907.0,4.45583868026733
616,Uganda,2007,28571475.0,29486335.0,47.7,48.8,9977647645.0,11902564401.0,349.2171001,403.6637446,47439907.0,50149897.0,4.56861925125122
617,Uganda,2008,29486335.0,30431734.0,48.8,51.0,11902564401.0,14440404021.0,403.6637446,474.5179496,50149897.0,52929511.0,4.61198568344116
618,Uganda,2009,30431734.0,31411096.0,51.0,51.3,14440404021.0,25127805566.0,474.5179496,799.9658963,52929511.0,55929309.0,4.19288206100464
619,Uganda,2010,31411096.0,32428164.0,51.3,53.2,25127805566.0,26673441667.0,799.9658963,822.5393725,55929309.0,59498928.0,4.82600116729736
620,Uganda,2011,32428164.0,33476771.0,53.2,54.9,26673441667.0,27871725206.0,822.5393725,832.5690782,59498928.0,63322997.0,4.30923795700073
621,Uganda,2012,33476771.0,34558700.0,54.9,55.5,27871725206.0,27305915761.0,832.5690782,790.1314506,63322997.0,66949984.0,3.7095787525177
622,Uganda,2013,34558700.0,35694519.0,55.5,56.3,27305915761.0,28915786997.0,790.1314506,810.090395,66949984.0,70704514.0,3.7699191570282
623,Uganda,2014,35694519.0,36911530.0,56.3,57.5,28915786997.0,32612397758.0,810.090395,883.5287445,70704514.0,74794180.0,4.23768663406372
624,Uganda,2015,36911530.0,38225447.0,57.5,58.4,32612397758.0,32387183845.0,883.5287445,847.2676289,74794180.0,79319750.0,4.23326110839844
630,Ukraine,2006,46890775.0,46607397.0,67.5,67.7,89239370109.0,111885000000.0,1894.470825,2391.323975,26477095771.0,26809766108.0,5.25218152999878
631,Ukraine,2007,46607397.0,46366347.0,67.7,67.6,111885000000.0,148734000000.0,2391.323975,3197.934326,26809766108.0,27146130122.0,5.1723804473877
632,Ukraine,2008,46366347.0,46158709.0,67.6,67.6,148734000000.0,188111000000.0,3197.934326,4066.547852,27146130122.0,27471662835.0,5.16563940048218
633,Ukraine,2009,46158709.0,45970942.0,67.6,67.4,188111000000.0,121553000000.0,4066.547852,2639.391602,27471662835.0,27748956336.0,5.05756139755249
