,Country,Target Year,Population lag 1 year,Population Current,Life Ex lag 1 year,Life Ex Current,GDP lag 1 year,GDP Current,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 1 year,CO2 Current,Happy lag 1 year
634,Ukraine,2010,45970942.0,45792086.0,67.4,67.0,121553000000.0,141210000000.0,2639.391602,3078.429932,27748956336.0,28043034658.0,5.08313274383545
635,Ukraine,2011,45792086.0,45619850.0,67.0,67.7,141210000000.0,169333000000.0,3078.429932,3704.824951,28043034658.0,28350987499.0,5.03034210205078
636,Ukraine,2012,45619850.0,45453805.0,67.7,67.5,169333000000.0,182592000000.0,3704.824951,4004.804443,28350987499.0,28654963929.0,4.71080255508423
637,Ukraine,2013,45453805.0,45286988.0,67.5,67.7,182592000000.0,190499000000.0,4004.804443,4187.739746,28654963929.0,28952213568.0,4.29732990264893
638,Ukraine,2014,45286988.0,45111530.0,67.7,69.2,190499000000.0,133503000000.0,4187.739746,3104.643311,28952213568.0,29209722174.0,3.96454286575317
639,Ukraine,2015,45111530.0,44921636.0,69.2,69.8,133503000000.0,91030959455.0,3104.643311,2124.662354,29209722174.0,29433544289.0,4.02869033813477
645,United Kingdom,2006,60287953.0,60821349.0,79.052,79.316,2544830000000.0,2717060000000.0,42132.09072,44654.09692,71321693012.0,71889264950.0,6.80193090438843
646,United Kingdom,2007,60821349.0,61455154.0,79.316,79.584,2717060000000.0,3106180000000.0,44654.09692,50653.25691,71889264950.0,72448501368.0,6.98646354675293
647,United Kingdom,2008,61455154.0,62145098.0,79.584,79.85,3106180000000.0,2938880000000.0,50653.25691,47549.34863,72448501368.0,72992999493.0,6.90654706954956
648,United Kingdom,2009,62145098.0,62828620.0,79.85,80.11,2938880000000.0,2425800000000.0,47549.34863,38952.21103,72992999493.0,73486894347.0,7.02936410903931
649,United Kingdom,2010,62828620.0,63459801.0,80.11,80.352,2425800000000.0,2491110000000.0,38952.21103,39688.61497,73486894347.0,73998525977.0,6.86924886703491
650,United Kingdom,2011,63459801.0,64021922.0,80.352,80.564,2491110000000.0,2674890000000.0,39688.61497,42284.88449,73998525977.0,74467979649.0,6.880784034729
651,United Kingdom,2012,64021922.0,64525300.0,80.564,80.739,2674890000000.0,2719160000000.0,42284.88449,42686.80005,74467979649.0,74955496204.0,6.91805505752563
652,United Kingdom,2013,64525300.0,64984015.0,80.739,80.876,2719160000000.0,2803290000000.0,42686.80005,43713.81412,74955496204.0,75432883692.0,6.75814771652222
653,United Kingdom,2014,64984015.0,65423048.0,80.876,80.978,2803290000000.0,3087170000000.0,43713.81412,47787.2413,75432883692.0,75871424691.0,6.51544523239136
654,United Kingdom,2015,65423048.0,65860149.0,80.978,81.052,3087170000000.0,2956570000000.0,47787.2413,45404.56777,75871424691.0,76293764798.0,6.82428359985352
660,United States,2006,294993509.0,297758977.0,77.685,77.892,13039200000000.0,13815600000000.0,44123.40707,46302.00088,334000000000.0,340000000000.0,7.51268768310547
661,United States,2007,297758977.0,300608425.0,77.892,78.101,13815600000000.0,14474200000000.0,46302.00088,48050.22378,340000000000.0,347000000000.0,7.28038597106934
662,United States,2008,300608425.0,303486022.0,78.101,78.303,14474200000000.0,14769900000000.0,48050.22378,48570.04598,347000000000.0,353000000000.0,7.15803241729736
663,United States,2009,303486022.0,306307565.0,78.303,78.49,14769900000000.0,14478100000000.0,48570.04598,47194.94335,353000000000.0,358000000000.0,7.16361618041992
664,United States,2010,306307565.0,309011469.0,78.49,78.652,14478100000000.0,15049000000000.0,47194.94335,48650.64313,358000000000.0,364000000000.0,7.1151385307312
665,United States,2011,309011469.0,311584051.0,78.652,78.777,15049000000000.0,15599700000000.0,48650.64313,50065.9665,364000000000.0,369000000000.0,7.02622699737549
666,United States,2012,311584051.0,314043885.0,78.777,78.862,15599700000000.0,16254000000000.0,50065.9665,51784.41857,369000000000.0,375000000000.0,7.24928522109985
667,United States,2013,314043885.0,316400539.0,78.862,78.909,16254000000000.0,16843200000000.0,51784.41857,53291.12769,375000000000.0,380000000000.0,7.15111446380615
668,United States,2014,316400539.0,318673422.0,78.909,78.922,16843200000000.0,17550700000000.0,53291.12769,55123.84979,380000000000.0,386000000000.0,6.86394691467285
669,United States,2015,318673422.0,320878312.0,78.922,78.91,17550700000000.0,18206000000000.0,55123.84979,56762.72945,386000000000.0,391000000000.0,6.80359983444214
675,Uruguay,2006,3321799.0,3325403.0,75.1,75.2,17362857684.0,19579457966.0,5226.9441,5887.845162,267413347.0,274010442.0,5.69394588470459
676,Uruguay,2007,3325403.0,3331753.0,75.2,75.4,19579457966.0,23410572634.0,5887.845162,7026.503055,274010442.0,279957943.0,5.66386985778809
677,Uruguay,2008,3331753.0,3340221.0,75.4,75.4,23410572634.0,30366213119.0,7026.503055,9091.079039,279957943.0,288159572.0,6.29622268676758
678,Uruguay,2009,3340221.0,3349676.0,75.4,75.4,30366213119.0,31660911277.0,9091.079039,9451.932449,288159572.0,296106343.0,6.06201076507568
679,Uruguay,2010,3349676.0,3359273.0,75.4,75.7,31660911277.0,40284481652.0,9451.932449,11992.02377,296106343.0,302404303.0,6.55404710769653
680,Uruguay,2011,3359273.0,3368926.0,75.7,76.2,40284481652.0,47962439304.0,11992.02377,14236.715,302404303.0,310056947.0,6.44972848892212
681,Uruguay,2012,3368926.0,3378975.0,76.2,75.4,47962439304.0,51264390116.0,14236.715,15171.58017,310056947.0,318648738.0,6.44446468353271
682,Uruguay,2013,3378975.0,3389436.0,75.4,76.4,51264390116.0,57531233351.0,15171.58017,16973.68924,318648738.0,326141111.0,6.56144380569458
683,Uruguay,2014,3389436.0,3400439.0,76.4,76.6,57531233351.0,57236013086.0,16973.68924,16831.94819,326141111.0,332825434.0,6.62808036804199
684,Uruguay,2015,3400439.0,3412013.0,76.6,76.3,57236013086.0,53274304222.0,16831.94819,15613.74597,332825434.0,339550899.0,6.17148542404175
690,Zimbabwe,2006,12076697.0,12155496.0,46.0,45.3,5755215200.0,5443896500.0,476.5554025,447.8547399,630859573.0,641225034.0,3.28024673461914
691,Zimbabwe,2007,12155496.0,12255920.0,45.3,44.8,5443896500.0,5291950100.0,447.8547399,431.7872587,641225034.0,651060195.0,3.17426371574402
692,Zimbabwe,2008,12255920.0,12379553.0,44.8,44.5,5291950100.0,4415702800.0,431.7872587,356.6932344,651060195.0,658780209.0,4.05591440200806
693,Zimbabwe,2009,12379553.0,12526964.0,44.5,44.3,4415702800.0,9665793300.0,356.6932344,771.5990323,658780209.0,664256525.0,4.68156957626343
694,Zimbabwe,2010,12526964.0,12697728.0,44.3,44.6,9665793300.0,12041655200.0,771.5990323,948.331481,664256525.0,672134841.0,4.84564161300659
695,Zimbabwe,2011,12697728.0,12894323.0,44.6,45.4,12041655200.0,14101920300.0,948.331481,1093.653409,672134841.0,681878824.0,4.95510053634644
696,Zimbabwe,2012,12894323.0,13115149.0,45.4,46.6,14101920300.0,17114849900.0,1093.653409,1304.968011,681878824.0,689761713.0,4.69018793106079
697,Zimbabwe,2013,13115149.0,13350378.0,46.6,48.2,17114849900.0,19091020000.0,1304.968011,1429.998461,689761713.0,701597967.0,4.18445062637329
698,Zimbabwe,2014,13350378.0,13586710.0,48.2,50.0,19091020000.0,19495519600.0,1429.998461,1434.896277,701597967.0,713503654.0,3.70319128036499
699,Zimbabwe,2015,13586710.0,13814642.0,50.0,52.4,19495519600.0,19963120600.0,1434.896277,1445.069702,713503654.0,725729475.0,3.73540019989014
10,Argentina,2016,43075416.0,43508459.0,75.5,75.7,594749000000.0,557531000000.0,13789.06042,12790.24247,7546787804.0,7737764998.0,6.03933000564575
11,Argentina,2017,43508459.0,43937143.0,75.7,75.9,557531000000.0,643629000000.0,12790.24247,14613.04182,7737764998.0,7925569727.0,5.79279661178589
25,Bangladesh,2016,156256287.0,157977151.0,69.9,73.0,195079000000.0,265236000000.0,1248.45331,1678.95323,1135228712.0,1211705809.0,4.3097710609436
26,Bangladesh,2017,157977151.0,159685421.0,73.0,77.0,265236000000.0,293755000000.0,1678.95323,1839.583378,1211705809.0,1292649322.0,4.49921703338623
40,Bolivia,2016,10869732.0,11031822.0,70.277,70.626,33000198249.0,33941126194.0,3035.971655,3076.656439,415394141.0,438189638.0,5.65055274963379
41,Bolivia,2017,11031822.0,11192853.0,70.626,70.945,33941126194.0,37508642171.0,3076.656439,3351.124344,438189638.0,461751406.0,5.91573429107666
55,Brazil,2016,204471759.0,206163056.0,73.8,74.1,1802210000000.0,1795690000000.0,8813.989806,8710.06329,13808138782.0,14300886782.0,6.3329291343689
56,Brazil,2017,206163056.0,207833825.0,74.1,74.5,1795690000000.0,2063510000000.0,8710.06329,9928.675897,14300886782.0,14801644497.0,6.19092178344727
70,Cambodia,2016,15521435.0,15766290.0,66.6,67.0,18049954289.0,20016747754.0,1162.904995,1269.591499,91302231.0,101835559.0,4.58584213256836
71,Cambodia,2017,15766290.0,16009413.0,67.0,67.4,20016747754.0,22177200512.0,1269.591499,1385.260066,101835559.0,114710465.0,5.1218376159668
85,Cameroon,2016,23298376.0,23926549.0,55.3,55.6,32210232912.0,33814337900.0,1382.50979,1413.255957,177358737.0,185173931.0,5.07405138015747
86,Cameroon,2017,23926549.0,24566070.0,55.6,55.9,33814337900.0,36098550142.0,1413.255957,1469.4475,185173931.0,192872431.0,5.25073766708374
100,Canada,2016,36026668.0,36382942.0,81.2,81.5,1556510000000.0,1527990000000.0,43596.13554,42315.60371,30750132962.0,31309699924.0,7.41486835479736
101,Canada,2017,36382942.0,36732091.0,81.5,81.6,1527990000000.0,1649270000000.0,42315.60371,45129.4293,31309699924.0,31879060360.0,7.17549657821655
115,Chile,2016,17969356.0,18209072.0,79.1,79.8,242497000000.0,249299000000.0,13495.01061,13690.90746,2482915104.0,2567307132.0,6.32011938095093
116,Chile,2017,18209072.0,18470435.0,79.8,79.9,249299000000.0,276365000000.0,13690.90746,14962.55685,2567307132.0,2651353160.0,6.43622064590454
130,China,2016,1406847868.0,1414049353.0,75.0,75.2,11061600000000.0,11233300000000.0,8016.431435,8094.363367,184000000000.0,194000000000.0,5.09906148910522
131,China,2017,1414049353.0,1421021794.0,75.2,75.4,11233300000000.0,12310400000000.0,8094.363367,8816.986905,194000000000.0,204000000000.0,5.13143396377563
145,Colombia,2016,47520667.0,48175048.0,73.6,74.2,293482000000.0,282825000000.0,6175.87603,5870.777957,2955160135.0,3048402114.0,6.15734195709229
146,Colombia,2017,48175048.0,48909844.0,74.2,74.3,282825000000.0,311884000000.0,5870.777957,6376.706716,3048402114.0,3134697902.0,5.98351240158081
160,Denmark,2016,5688695.0,5711346.0,79.2,79.7,302673000000.0,313116000000.0,53254.85637,54663.99837,3919114412.0,3956125798.0,7.59370231628418
161,Denmark,2017,5711346.0,5732277.0,79.7,80.0,313116000000.0,332121000000.0,54663.99837,57610.09818,3956125798.0,3990868885.0,7.64878559112549
175,Dominican Republic,2016,10281675.0,10397738.0,72.7,73.1,71164825257.0,75704720190.0,6921.520594,7280.88361,618067854.0,642712421.0,5.60520267486572
176,Dominican Republic,2017,10397738.0,10513111.0,73.1,72.1,75704720190.0,79997975622.0,7280.88361,7609.353275,642712421.0,666729343.0,5.43321561813354
190,Ecuador,2016,16212022.0,16491116.0,75.0,75.3,99290381000.0,99937696000.0,6124.490887,6060.092962,1013320438.0,1052824471.0,5.83951854705811
191,Ecuador,2017,16491116.0,16785356.0,75.3,75.5,99937696000.0,104296000000.0,6060.092962,6213.503127,1052824471.0,1092100464.0,6.12801027297974
205,Egypt,2016,92442549.0,94447071.0,70.0,74.0,329366576819.0,332441717791.0,3562.932658,3519.87324,5162711129.0,5396833763.0,3.92934417724609
206,Egypt,2017,94447071.0,96442590.0,74.0,72.0,332441717791.0,235733695652.0,3519.87324,2444.290387,5396833763.0,5647438524.0,4.00545072555542
220,El Salvador,2016,6325121.0,6356137.0,72.0,72.0,23438240000.0,24191430000.0,3705.579704,3805.995686,199860431.0,206506226.0,6.33931827545166
221,El Salvador,2017,6356137.0,6388124.0,72.0,73.0,24191430000.0,24979190000.0,3805.995686,3910.254403,206506226.0,212522043.0,6.2411994934082
235,Georgia,2016,4024180.0,4015457.0,73.8,73.9,14953950557.0,15141758567.0,4014.185944,4062.169888,608582745.0,618648980.0,4.45077466964722
236,Georgia,2017,4015457.0,4008723.0,73.9,74.2,15141758567.0,16242916916.0,4062.169888,4357.000936,618648980.0,628828522.0,4.65909719467163
250,Germany,2016,81787411.0,82193770.0,81.0,85.0,3357590000000.0,3469850000000.0,41103.25644,42136.12079,88939195779.0,89739882411.0,7.07432460784912
251,Germany,2017,82193770.0,82658409.0,85.0,86.0,3469850000000.0,3690850000000.0,42136.12079,44652.58917,89739882411.0,90525765329.0,7.11836433410645
265,Ghana,2016,27849203.0,28481947.0,69.0,61.2,49406568433.0,56165172899.0,1774.074771,1971.956935,291429885.0,307976954.0,5.48131084442139
266,Ghana,2017,28481947.0,29121464.0,61.2,61.6,56165172899.0,60406382899.0,1971.956935,2074.290733,307976954.0,321716500.0,5.00369310379028
280,India,2016,1310152392.0,1324517250.0,66.4,66.8,2103590000000.0,2294800000000.0,1605.605445,1732.554242,41932843845.0,44315067065.0,4.04611110687256
281,India,2017,1324517250.0,1338676779.0,66.8,67.3,2294800000000.0,2651470000000.0,1732.554242,1980.66702,44315067065.0,46748922819.0,3.81806874275208
295,Israel,2016,7978496.0,8108984.0,81.7,81.8,300078000000.0,319024000000.0,35808.43643,37330.2618,2080309704.0,2141528830.0,7.33103609085083
296,Israel,2017,8108984.0,8243849.0,81.8,81.8,319024000000.0,355277000000.0,37330.2618,40774.12961,2141528830.0,2200402028.0,6.92717885971069
310,Italy,2016,60578489.0,60663068.0,81.8,82.0,1836640000000.0,1877070000000.0,30242.38614,30960.73151,23035538202.0,23393598945.0,6.19887018203735
311,Italy,2017,60663068.0,60673694.0,82.0,82.0,1877070000000.0,1961800000000.0,30960.73151,32406.72032,23393598945.0,23746448857.0,6.51652669906616
325,Japan,2016,127985139.0,127763267.0,83.0,82.5,4444930000000.0,5003680000000.0,34960.63938,39375.47316,59953163599.0,61156881479.0,5.9106764793396
326,Japan,2017,127763267.0,127502728.0,82.5,83.3,5003680000000.0,4930840000000.0,39375.47316,38834.05293,61156881479.0,62345004321.0,5.79357528686523
340,Jordan,2016,9266573.0,9554286.0,73.4,73.6,38587017887.0,39892551127.0,4164.108769,4175.356602,574903362.0,599248984.0,4.80808258056641
341,Jordan,2017,9554286.0,9785840.0,73.6,73.7,39892551127.0,41408960845.0,4175.356602,4231.51828,599248984.0,624810262.0,4.63893365859985
355,Kazakhstan,2016,17572010.0,17830902.0,67.8,68.5,184388000000.0,137278000000.0,10510.77189,7714.841844,12407161642.0,12695847439.0,5.88235139846802
356,Kazakhstan,2017,17830902.0,18080023.0,68.5,69.1,137278000000.0,166806000000.0,7714.841844,9247.581331,12695847439.0,13003756325.0,6.00763607025146
370,Kenya,2016,47878339.0,49051531.0,63.0,61.2,70120413329.0,74815121315.0,1464.554009,1525.235192,381039585.0,398195568.0,4.47565412521362
371,Kenya,2017,49051531.0,50221146.0,61.2,62.1,74815121315.0,82035800868.0,1525.235192,1633.491216,398195568.0,414517880.0,4.65570259094238
385,Kosovo,2016,1804944.0,1771604.0,73.6,74.1,6295820482.0,6682832632.0,3520.766449,3759.560246,221943.4,202971.3,6.14919996261597
386,Kosovo,2017,1771604.0,1783531.0,74.1,74.6,6682832632.0,7180813376.0,3759.560246,4009.380987,202971.3,226627.7,6.39182567596436
400,Kyrgyzstan,2016,5959126.0,6074327.0,68.8,69.4,6678178340.0,6813092066.0,1120.664061,1121.620892,808551854.0,818198082.0,5.62953662872314
401,Kyrgyzstan,2017,6074327.0,6189727.0,69.4,69.9,6813092066.0,7702934800.0,1121.620892,1244.470847,818198082.0,827546156.0,5.29738330841064
415,Lithuania,2016,2931872.0,2889555.0,72.4,72.8,41435533340.0,43047309306.0,14263.96458,15008.31324,1489505521.0,1502856623.0,6.27294063568115
416,Lithuania,2017,2889555.0,2845419.0,72.8,73.0,43047309306.0,47758736932.0,15008.31324,16885.40739,1502856623.0,1516428455.0,6.30887889862061
430,Mexico,2016,121858251.0,123333379.0,75.6,76.1,1171870000000.0,1078490000000.0,9616.645558,8744.515559,17884570053.0,18367368105.0,6.41029930114746
431,Mexico,2017,123333379.0,124777326.0,76.1,76.3,1078490000000.0,1158910000000.0,8744.515559,9287.849587,18367368105.0,18827217256.0,6.54957866668701
445,Moldova,2016,4070705.0,4066013.0,71.478,71.617,7745241913.0,8071469355.0,2732.46073,2880.43529,1353358701.0,1358262372.0,5.32553052902222
446,Moldova,2017,4066013.0,4059687.0,71.617,71.717,8071469355.0,9669741744.0,2880.43529,3509.686829,1358262372.0,1363482883.0,5.6822772026062
460,Philippines,2016,102113206.0,103663812.0,67.9,68.0,306446000000.0,318627000000.0,3001.043182,3073.654686,2709843495.0,2832080804.0,5.5942702293396
461,Philippines,2017,103663812.0,105172921.0,68.0,68.1,318627000000.0,328481000000.0,3073.654686,3123.245642,2832080804.0,2966982614.0,5.8691725730896
475,Russia,2016,144985059.0,145275374.0,71.464,71.835,1363481063447.0,1276786979222.0,9404.28671,8788.736481,1640747000.0,1623124000.0,5.57874298095703
476,Russia,2017,145275374.0,145530091.0,71.835,72.139,1276786979222.0,1574199387071.0,8788.736481,10817.0027,1623124000.0,1573022000.0,5.51350021362305
490,Saudi Arabia,2016,31717676.0,32443443.0,73.7,73.9,654270000000.0,644936000000.0,20627.92178,19878.76817,12788069175.0,13427125661.0,6.29428243637085
491,Saudi Arabia,2017,32443443.0,33101182.0,73.9,74.1,644936000000.0,688586000000.0,19878.76817,20802.46179,13427125661.0,14066503627.0,6.35639333724976
505,South Africa,2016,55386369.0,56207649.0,58.0,58.9,346710000000.0,323586000000.0,6259.839681,5756.965741,18843258345.0,19308027414.0,4.51365518569946
506,South Africa,2017,56207649.0,57009751.0,58.9,59.2,323586000000.0,381449000000.0,5756.965741,6690.939847,19308027414.0,19772226154.0,4.88392210006714
520,South Korea,2016,50823087.0,50983446.0,82.1,82.379,1465773245547.0,1500111596236.0,28840.69686,29423.50339,602311600.0,588734300.0,5.87388706207275
521,South Korea,2017,50983446.0,51096408.0,82.379,82.628,1500111596236.0,1623901496836.0,29423.50339,31781.12827,588734300.0,607478500.0,5.84023141860962
535,Spain,2016,46671919.0,46634131.0,81.9,82.1,1195600000000.0,1232910000000.0,25742.36883,26523.34822,13587806073.0,13848564029.0,6.23017311096191
536,Spain,2017,46634131.0,46647425.0,82.1,82.0,1232910000000.0,1312540000000.0,26523.34822,28170.16786,13848564029.0,14123205992.0,6.51337099075317
550,Sweden,2016,9764949.0,9836003.0,81.5,81.7,505104000000.0,515655000000.0,51545.48361,51965.15715,4780432845.0,4823694854.0,7.28680467605591
551,Sweden,2017,9836003.0,9904895.0,81.7,81.7,515655000000.0,541019000000.0,51965.15715,53791.50873,4823694854.0,4866288582.0,7.37479209899902
565,Tajikistan,2016,8454019.0,8663575.0,67.3,68.1,8271454301.0,6992393787.0,978.4049812,807.1025861,448119179.0,454559091.0,5.82923412322998
566,Tajikistan,2017,8663575.0,8880270.0,68.1,68.8,6992393787.0,7536439875.0,807.1025861,848.6723799,454559091.0,462424105.0,5.49746894836426
580,Tanzania,2016,51482638.0,53049231.0,63.111,63.844,47378599025.0,49774021003.0,947.9333496,966.5029907,11478780.0,11382730.0,3.3471212387085
581,Tanzania,2017,53049231.0,54660345.0,63.844,64.479,49774021003.0,53320625959.0,966.5029907,1004.906616,11382730.0,12411550.0,3.44502329826355
595,Thailand,2016,68714519.0,68971313.0,73.9,74.1,401296000000.0,413366000000.0,5840.053067,5993.305516,5989336794.0,6272771329.0,5.9388952255249
596,Thailand,2017,68971313.0,69209817.0,74.1,74.3,413366000000.0,456357000000.0,5993.305516,6593.818352,6272771329.0,6558730892.0,6.01156187057495
610,Turkey,2016,78529413.0,79827868.0,74.2,74.5,864316670331.0,869692960366.0,11006.27952,10894.60338,8801642900.0,9202882638.0,5.607262134552
611,Turkey,2017,79827868.0,81116451.0,74.5,74.8,869692960366.0,858996263096.0,10894.60338,10589.66772,9202882638.0,9628211868.0,5.1856894493103
625,Uganda,2016,38225447.0,39649173.0,58.4,59.3,32387183845.0,29203988815.0,847.2676289,736.5598474,79319750.0,84110087.0,4.00051689147949
626,Uganda,2017,39649173.0,41166588.0,59.3,60.0,29203988815.0,30744473912.0,736.5598474,746.8307529,84110087.0,89483596.0,4.32171487808228
640,Ukraine,2016,44921636.0,44713708.0,69.8,75.0,91030959455.0,93355993629.0,2124.662354,2187.730469,29433544289.0,29667550244.0,4.3110671043396
641,Ukraine,2017,44713708.0,44487708.0,75.0,77.0,93355993629.0,112091000000.0,2187.730469,2638.326172,29667550244.0,29890635220.0,4.66190910339355
655,United Kingdom,2016,65860149.0,66297944.0,81.052,81.111,2956570000000.0,2722850000000.0,45404.56777,41499.5557,76293764798.0,76693102192.0,7.10327339172363
656,United Kingdom,2017,66297944.0,66727463.0,81.111,81.168,2722850000000.0,2699020000000.0,41499.5557,40857.75558,76693102192.0,77080667373.0,7.2334451675415
670,United States,2016,320878312.0,323015992.0,78.91,78.885,18206000000000.0,18695100000000.0,56762.72945,57866.74493,391000000000.0,396000000000.0,6.99175930023193
671,United States,2017,323015992.0,325084758.0,78.885,78.861,18695100000000.0,19479600000000.0,57866.74493,59914.7778,396000000000.0,401000000000.0,6.8826847076416
685,Uruguay,2016,3412013.0,3424139.0,76.3,77.0,53274304222.0,57236652490.0,15613.74597,16715.63347,339550899.0,346071339.0,6.33600997924805
686,Uruguay,2017,3424139.0,3436645.0,77.0,76.5,57236652490.0,64233966861.0,16715.63347,18690.89384,346071339.0,352233912.0,6.37171459197998
700,Zimbabwe,2016,13814642.0,14030338.0,52.4,54.9,19963120600.0,20548678100.0,1445.069702,1464.588957,725729475.0,736467042.0,3.63830018043518
701,Zimbabwe,2017,14030338.0,14236599.0,54.9,56.6,20548678100.0,17584890937.0,1464.588957,1235.189032,736467042.0,746048675.0,3.61647987365723
