,Target Score
0,6.44106721878052
1,6.77580547332764
2,6.46838712692261
3,6.58226013183594
4,6.67111444473267
5,6.69713068008423
6,6.42722129821777
7,6.03933000564575
13,4.85848140716553
14,4.98564910888672
15,4.7244439125061
16,4.66016101837158
17,4.63556480407715
18,4.63347387313843
19,4.5561408996582
20,4.3097710609436
26,5.78062009811401
27,5.77887439727783
28,6.0188946723938
29,5.76742887496948
30,5.8647985458374
31,5.83432912826538
32,5.76972341537476
33,5.65055274963379
39,6.83733129501343
40,7.03781652450562
41,6.66000366210938
42,7.14028263092041
43,6.98099899291992
44,6.54689693450928
45,6.37481737136841
46,6.3329291343689
52,4.14107227325439
53,4.16122531890869
54,3.89870691299438
55,3.67446684837341
56,3.88330554962158
57,4.16216468811035
58,4.46125936508179
59,4.58584213256836
65,4.55425691604614
66,4.43388509750366
67,4.24463415145874
68,4.27103805541992
69,4.24044132232666
70,5.03796482086182
71,4.81623220443726
72,5.07405138015747
78,7.65034627914429
79,7.42605352401733
80,7.41514444351196
81,7.59379386901855
82,7.30425786972046
83,7.41277265548706
84,7.24484586715698
85,7.41486835479736
91,6.63565587997437
92,6.52633476257324
93,6.59912872314453
94,6.74015378952026
95,6.84423828125
96,6.53274965286255
97,6.57905626296997
98,6.32011938095093
104,4.65273666381836
105,5.03720760345459
106,5.09491729736328
107,5.24109029769897
108,5.19561910629272
109,5.30387783050537
110,5.32495594024658
111,5.09906148910522
117,6.40811347961426
118,6.46395254135132
119,6.37487983703613
120,6.60655069351196
121,6.44878911972046
122,6.38757181167603
123,6.23371505737305
124,6.15734195709229
130,7.77051544189453
131,7.78823184967041
132,7.51990938186646
133,7.58860683441162
134,7.50755929946899
135,7.5144248008728
136,7.5577826499939
137,7.59370231628418
143,4.73502111434937
144,5.39653539657593
145,4.75331115722656
146,5.01551532745361
147,5.38733196258545
148,5.06186246871948
149,5.23869848251343
150,5.60520267486572
156,5.83805131912231
157,5.79508829116821
158,5.96071624755859
159,6.01920604705811
160,5.94585180282593
161,5.96407508850098
162,6.11543750762939
163,5.83951854705811
169,4.66891622543335
170,4.17415857315063
171,4.20415687561035
172,3.55852031707764
173,4.88507270812988
174,4.76253843307495
175,4.55674076080322
176,3.92934417724609
182,6.73991107940674
183,4.74129486083984
184,5.93437147140503
185,6.32506322860718
186,5.85652351379395
187,6.01849603652954
188,6.13982486724854
189,6.33931827545166
195,4.10183715820312
196,4.20303058624268
197,4.25444555282593
198,4.34892082214355
199,4.28750801086426
200,4.12194061279297
201,4.44838619232178
202,4.45077466964722
208,6.72453117370605
209,6.62131214141846
210,6.70236206054688
211,6.96512508392334
212,6.98421430587769
213,7.03713750839233
214,6.87376308441162
215,7.07432460784912
221,4.60625171661377
222,5.60819959640503
223,5.05726194381714
224,4.96505308151245
225,3.86035108566284
226,3.98591613769531
227,4.51441144943237
228,5.48131084442139
234,4.98927736282349
235,4.63487148284912
236,4.72014665603638
237,4.42778873443604
238,4.42437934875488
239,4.34207916259766
240,4.17917728424072
241,4.04611110687256
247,7.35891628265381
248,7.43314790725708
249,7.1108546257019
250,7.32056331634521
251,7.40057039260864
252,7.07941102981567
253,7.159010887146
254,7.33103609085083
260,6.35423803329468
261,6.05708646774292
262,5.83931398391724
263,6.00937366485596
264,6.0265851020813
265,5.84768390655518
266,5.95452404022217
267,6.19887018203735
273,6.05675268173218
274,6.26279354095459
275,5.96821641921997
276,5.95936155319214
277,5.92262077331543
278,5.87968444824219
279,5.95465087890625
280,5.9106764793396
286,5.56994247436523
287,5.53932762145996
288,5.13199615478516
289,5.17195272445679
290,5.33302164077759
291,5.4045934677124
292,5.27128458023071
293,4.80808258056641
299,5.51428651809692
300,5.73566293716431
301,5.75946950912476
302,5.83548307418823
303,5.97009754180908
304,5.94999504089355
305,5.53355169296265
306,5.88235139846802
312,4.255859375
313,4.40531015396118
314,4.54733514785767
315,3.79538321495056
316,4.90457963943481
317,4.35761785507202
318,4.39612770080566
319,4.47565412521362
325,5.17660140991211
326,4.85950183868408
327,5.63958835601807
328,6.12575817108154
329,5.00037527084351
330,5.07746076583862
331,5.75941228866577
332,6.14919996261597
338,4.99641084671021
339,4.92104911804199
340,5.20778560638428
341,5.40242671966553
342,5.25219297409058
343,4.90537595748901
344,4.85653400421143
345,5.62953662872314
351,5.06582498550415
352,5.43243741989136
353,5.77103710174561
354,5.59568929672241
355,6.12572383880615
356,5.71137809753418
357,5.86555242538452
358,6.27294063568115
364,6.8023886680603
365,6.90951538085938
366,7.32018518447876
367,7.44254636764526
368,6.67983102798462
369,6.23628711700439
370,6.82417297363281
371,6.41029930114746
377,5.5897364616394
378,5.7922625541687
379,5.9957127571106
380,5.75605916976929
381,5.91705846786499
382,6.01747226715088
383,5.57778406143188
384,5.32553052902222
390,4.94151401519775
391,4.99395656585693
392,5.00196504592896
393,4.97692537307739
394,5.31255006790161
395,5.54748916625977
396,5.430832862854
397,5.5942702293396
403,5.38477325439453
404,5.38876628875732
405,5.62073564529419
406,5.53717756271362
407,6.03697681427002
408,5.99553871154785
409,5.85494565963745
410,5.57874298095703
416,6.30709838867188
417,6.69978952407837
418,6.39635944366455
419,6.49513292312622
420,6.27837800979614
421,6.34549188613892
422,6.47392129898071
423,6.29428243637085
429,4.65242862701416
430,4.93051147460938
431,5.13388776779175
432,3.66072726249695
433,4.82845640182495
434,4.88732576370239
435,4.76973962783813
436,4.51365518569946
442,6.11602449417114
443,6.94659900665283
444,6.00328683853149
445,5.9588098526001
446,5.80132532119751
447,5.78021144866943
448,5.97056436538696
449,5.87388706207275
455,6.18826246261597
456,6.51824903488159
457,6.29069042205811
458,6.15002727508545
459,6.45647764205933
460,6.38066339492798
461,6.31861209869385
462,6.23017311096191
468,7.49601888656616
469,7.38223218917847
470,7.56014776229858
471,7.43401050567627
472,7.23914766311646
473,7.28892230987549
474,7.36874437332153
475,7.28680467605591
481,4.38063621520996
482,4.26267147064209
483,4.49657154083252
484,4.96652126312256
485,4.89615774154663
486,5.12421083450317
487,5.10372114181519
488,5.82923412322998
494,3.22912907600403
495,4.07356214523315
496,4.00689744949341
497,3.85239481925964
498,3.48327851295471
499,3.66059732437134
500,2.90273427963257
501,3.3471212387085
507,6.21670293807983
508,6.66360902786255
509,6.30023527145386
510,6.23102474212646
511,6.98546361923218
512,6.20176267623901
513,6.07363986968994
514,5.9388952255249
520,5.49034738540649
521,5.27194404602051
522,5.3090763092041
523,4.88817739486694
524,5.57979440689087
525,5.51446533203125
526,5.32622194290161
527,5.607262134552
533,4.19288206100464
534,4.82600116729736
535,4.30923795700073
536,3.7095787525177
537,3.7699191570282
538,4.23768663406372
539,4.23326110839844
540,4.00051689147949
546,5.05756139755249
547,5.08313274383545
548,5.03034210205078
549,4.71080255508423
550,4.29732990264893
551,3.96454286575317
552,4.02869033813477
553,4.3110671043396
559,7.02936410903931
560,6.86924886703491
561,6.880784034729
562,6.91805505752563
563,6.75814771652222
564,6.51544523239136
565,6.82428359985352
566,7.10327339172363
572,7.16361618041992
573,7.1151385307312
574,7.02622699737549
575,7.24928522109985
576,7.15111446380615
577,6.86394691467285
578,6.80359983444214
579,6.99175930023193
585,6.06201076507568
586,6.55404710769653
587,6.44972848892212
588,6.44446468353271
589,6.56144380569458
590,6.62808036804199
591,6.17148542404175
592,6.33600997924805
598,4.68156957626343
599,4.84564161300659
600,4.95510053634644
601,4.69018793106079
602,4.18445062637329
603,3.70319128036499
604,3.73540019989014
605,3.63830018043518
8,5.79279661178589
9,6.08556079864502
21,4.49921703338623
22,5.11421680450439
34,5.91573429107666
35,5.67427062988281
47,6.19092178344727
48,6.45114898681641
60,5.1218376159668
61,4.99828481674194
73,5.25073766708374
74,4.93673753738403
86,7.17549657821655
87,7.10907649993896
99,6.43622064590454
100,5.94225025177002
112,5.13143396377563
113,5.14412021636963
125,5.98351240158081
126,6.35029792785645
138,7.64878559112549
139,7.69300317764282
151,5.43321561813354
152,6.00423717498779
164,6.12801027297974
165,5.80913114547729
177,4.00545072555542
178,4.32783174514771
190,6.2411994934082
191,6.45482063293457
203,4.65909719467163
204,4.89183568954468
216,7.11836433410645
217,7.03547239303589
229,5.00369310379028
230,4.96680974960327
242,3.81806874275208
243,3.24876976013184
255,6.92717885971069
256,7.33177995681763
268,6.51652669906616
269,6.44541692733765
281,5.79357528686523
282,5.90803909301758
294,4.63893365859985
295,4.45254802703857
307,6.00763607025146
308,6.27226829528809
320,4.65570259094238
321,4.61885023117065
333,6.39182567596436
334,6.42514419555664
346,5.29738330841064
347,5.68522071838379
359,6.30887889862061
360,6.06409788131714
372,6.54957866668701
373,6.43194532394409
385,5.6822772026062
386,5.80345058441162
398,5.8691725730896
399,6.26774501800537
411,5.51350021362305
412,5.44052362442017
424,6.35639333724976
425,6.5612473487854
437,4.88392210006714
438,5.03486347198486
450,5.84023141860962
451,5.90281677246094
463,6.51337099075317
464,6.45744943618774
476,7.37479209899902
477,7.39809274673462
489,5.49746894836426
490,5.4640154838562
502,3.44502329826355
503,3.64015483856201
515,6.01156187057495
516,6.02215147018433
528,5.1856894493103
529,4.87207365036011
541,4.32171487808228
542,4.94805145263672
554,4.66190910339355
555,4.70176219940186
567,7.2334451675415
568,7.157151222229
580,6.8826847076416
581,6.94370126724243
593,6.37171459197998
594,6.60033702850342
606,3.61647987365723
607,2.69352316856384
