,Country,Year,Happy Score,Population,Life Expectancy,GDP_USD,GDP_per_capita_USD,CO2 emission (Tons)
0,Argentina,2005,6.07315826416016,38892924.0,74.1,198737000000.0,5109.852245,5690959659.0
1,Argentina,2006,5.96103429794312,39289876.0,74.0,232557000000.0,5919.012338,5865568651.0
2,Argentina,2007,6.42413330078125,39684303.0,74.1,287531000000.0,7245.446857,6039814411.0
3,Argentina,2008,6.44106721878052,40080159.0,74.1,361558000000.0,9020.873323,6227920411.0
4,Argentina,2009,6.77580547332764,40482786.0,74.7,332976000000.0,8225.137583,6406869611.0
5,Argentina,2010,6.46838712692261,40895751.0,74.9,423627000000.0,10385.96443,6593602747.0
6,Argentina,2011,6.58226013183594,41320497.0,75.2,530163000000.0,12848.8642,6783876521.0
7,Argentina,2012,6.67111444473267,41755188.0,74.8,545982000000.0,13082.66433,6975591369.0
8,Argentina,2013,6.69713068008423,42196034.0,75.4,552025000000.0,13080.25473,7165724742.0
9,Argentina,2014,6.42722129821777,42637508.0,75.6,526320000000.0,12334.79825,7354381844.0
10,Argentina,2015,6.03933000564575,43075416.0,75.5,594749000000.0,13789.06042,7546787804.0
11,Argentina,2016,5.79279661178589,43508459.0,75.7,557531000000.0,12790.24247,7737764998.0
12,Argentina,2017,6.08556079864502,43937143.0,75.9,643629000000.0,14613.04182,7925569727.0
13,Argentina,2018,5.90056705474854,44361150.0,76.0,524820000000.0,11795.15939,8106669354.0
14,Argentina,2019,5.92929983139038,44780675.0,76.2,452818000000.0,10076.35524,8274234941.0
15,Argentina,2020,5.96700000762939,45195777.0,76.3,389591000000.0,8585.694742,8431213004.0
16,Bangladesh,2005,4.60732221603394,139035505.0,65.3,69442943089.0,499.4619402,584171704.0
17,Bangladesh,2006,5.05227851867676,140921154.0,65.8,71819083684.0,509.6401899,625860872.0
18,Bangladesh,2007,5.08285140991211,142660381.0,66.3,79611888213.0,558.0518407,668503000.0
19,Bangladesh,2008,4.85848140716553,144304164.0,66.8,91631278239.0,634.9870697,713803872.0
20,Bangladesh,2009,4.98564910888672,145924795.0,67.3,102478000000.0,702.2644196,762951944.0
21,Bangladesh,2010,4.7244439125061,147575433.0,67.8,115279000000.0,781.1535777,816943497.0
22,Bangladesh,2011,4.66016101837158,149273134.0,68.2,128638000000.0,861.7621622,873499841.0
23,Bangladesh,2012,4.63556480407715,151005733.0,68.6,133356000000.0,883.1171296,934191161.0
24,Bangladesh,2013,4.63347387313843,152761413.0,69.1,149990000000.0,981.8608514,995972826.0
25,Bangladesh,2014,4.5561408996582,154517385.0,69.5,172885000000.0,1118.873808,1061951464.0
26,Bangladesh,2015,4.3097710609436,156256287.0,69.9,195079000000.0,1248.45331,1135228712.0
27,Bangladesh,2016,4.49921703338623,157977151.0,73.0,265236000000.0,1678.95323,1211705809.0
28,Bangladesh,2017,5.11421680450439,159685421.0,77.0,293755000000.0,1839.583378,1292649322.0
29,Bangladesh,2018,5.27998685836792,161376713.0,71.0,321379000000.0,1991.483267,1375249258.0
30,Bangladesh,2019,5.0246000289917,163046173.0,71.4,351238000000.0,2154.226819,1469464282.0
31,Bangladesh,2020,5.15549993515015,164689383.0,71.8,373902000000.0,2270.347535,1562305907.0
32,Bolivia,2005,5.62841939926147,9232301.0,65.312,9549077919.0,1034.311806,252115175.0
33,Bolivia,2006,5.29787254333496,9395449.0,65.853,11451869202.0,1218.874074,263662889.0
34,Bolivia,2007,6.08557939529419,9558438.0,66.395,13120183208.0,1372.628374,276325429.0
35,Bolivia,2008,5.78062009811401,9721457.0,66.937,16674324662.0,1715.208395,289879151.0
36,Bolivia,2009,5.77887439727783,9884790.0,67.476,17339992194.0,1754.209467,304108591.0
37,Bolivia,2010,6.0188946723938,10048597.0,68.007,19649631308.0,1955.460181,319534555.0
38,Bolivia,2011,5.76742887496948,10212951.0,68.521,23963033429.0,2346.337844,336526971.0
39,Bolivia,2012,5.8647985458374,10377677.0,69.01,27084497482.0,2609.880562,354305885.0
40,Bolivia,2013,5.83432912826538,10542375.0,69.468,30659338886.0,2908.200371,373399755.0
41,Bolivia,2014,5.76972341537476,10706517.0,69.891,32996188017.0,3081.878824,394116472.0
42,Bolivia,2015,5.65055274963379,10869732.0,70.277,33000198249.0,3035.971655,415394141.0
43,Bolivia,2016,5.91573429107666,11031822.0,70.626,33941126194.0,3076.656439,438189638.0
44,Bolivia,2017,5.67427062988281,11192853.0,70.945,37508642171.0,3351.124344,461751406.0
45,Bolivia,2018,5.55925893783569,11353140.0,71.239,40287647931.0,3548.59078,485607227.0
46,Bolivia,2019,5.71589994430542,11513102.0,71.513,40895322851.0,3552.068144,509454941.0
47,Bolivia,2020,5.60029983520508,11673029.0,68.763,36629843806.0,3137.989617,530154964.0
48,Brazil,2005,6.3206729888916,186127108.0,75.0,891634000000.0,4790.456566,9225451782.0
49,Brazil,2006,6.69142484664917,188167353.0,71.0,1107630000000.0,5886.391522,9594322782.0
50,Brazil,2007,7.00083160400391,190130445.0,71.4,1397110000000.0,7348.187963,9984895782.0
51,Brazil,2008,6.83733129501343,192030362.0,71.8,1695860000000.0,8831.183643,10397533782.0
52,Brazil,2009,7.03781652450562,193886505.0,72.0,1667000000000.0,8597.794335,10787308782.0
53,Brazil,2010,6.66000366210938,195713637.0,72.7,2208840000000.0,11286.07154,11227577782.0
54,Brazil,2011,7.14028263092041,197514541.0,73.0,2616160000000.0,13245.38737,11690157782.0
55,Brazil,2012,6.98099899291992,199287292.0,73.3,2465230000000.0,12370.22325,12188466782.0
56,Brazil,2013,6.54689693450928,201035904.0,73.4,2472820000000.0,12300.38671,12720884782.0
57,Brazil,2014,6.37481737136841,202763744.0,73.6,2456040000000.0,12112.83496,13278785782.0
58,Brazil,2015,6.3329291343689,204471759.0,73.8,1802210000000.0,8813.989806,13808138782.0
59,Brazil,2016,6.19092178344727,206163056.0,74.1,1795690000000.0,8710.06329,14300886782.0
60,Brazil,2017,6.45114898681641,207833825.0,74.5,2063510000000.0,9928.675897,14801644497.0
61,Brazil,2018,6.10971784591675,209469320.0,74.7,1916930000000.0,9151.381732,15285329785.0
62,Brazil,2019,6.33010005950928,211049519.0,74.8,1873290000000.0,8876.059836,15771122931.0
63,Brazil,2020,6.292799949646,212559409.0,75.0,1448570000000.0,6814.875632,16238506431.0
64,Cambodia,2005,4.15597105026245,13273355.0,57.7,6293046162.0,474.1111921,40051143.0
65,Cambodia,2006,4.4621639251709,13477705.0,58.5,7274595707.0,539.7503289,43048295.0
66,Cambodia,2007,4.11062574386597,13679953.0,59.3,8639235842.0,631.5252576,46519437.0
67,Cambodia,2008,4.14107227325439,13883835.0,63.0,10351914093.0,745.609127,50400809.0
68,Cambodia,2009,4.16122531890869,14093605.0,61.5,10401851851.0,738.0547312,54957895.0
69,Cambodia,2010,3.89870691299438,14312205.0,62.9,11242275199.0,785.5026671,60058259.0
70,Cambodia,2011,3.67446684837341,14541421.0,64.1,12829541141.0,882.275614,65252349.0
71,Cambodia,2012,3.88330554962158,14780454.0,65.0,14054443213.0,950.880346,70703789.0
72,Cambodia,2013,4.16216468811035,15026330.0,65.6,15227991395.0,1013.420536,76281895.0
73,Cambodia,2014,4.46125936508179,15274506.0,66.1,16702610842.0,1093.495976,82775697.0
74,Cambodia,2015,4.58584213256836,15521435.0,66.6,18049954289.0,1162.904995,91302231.0
75,Cambodia,2016,5.1218376159668,15766290.0,67.0,20016747754.0,1269.591499,101835559.0
76,Cambodia,2017,4.99828481674194,16009413.0,67.4,22177200512.0,1385.260066,114710465.0
77,Cambodia,2018,4.3769850730896,16249795.0,67.8,24571753583.0,1512.126989,127589078.0
78,Cambodia,2019,4.83039999008179,16486542.0,68.3,27089389787.0,1643.121389,142918135.0
79,Cambodia,2020,4.64029979705811,16718971.0,68.7,25872798012.0,1547.511388,158243753.0
80,Cameroon,2005,4.34993934631348,17733408.0,51.4,19509850837.0,1100.174926,116874535.0
81,Cameroon,2006,4.2918004989624,18223677.0,51.5,20910513975.0,1147.4366,120627001.0
82,Cameroon,2007,4.7414083480835,18730283.0,51.6,23928251334.0,1277.516807,126330101.0
83,Cameroon,2008,4.55425691604614,19252674.0,51.8,27715144580.0,1439.547804,131756117.0
84,Cameroon,2009,4.43388509750366,19789922.0,52.1,27932971683.0,1411.474572,138350167.0
85,Cameroon,2010,4.24463415145874,20341236.0,52.8,27507499709.0,1352.302275,145012214.0
86,Cameroon,2011,4.27103805541992,20906392.0,53.3,30630912185.0,1465.145788,151533021.0
87,Cameroon,2012,4.24044132232666,21485267.0,53.6,30155064574.0,1403.522915,157692392.0
88,Cameroon,2013,5.03796482086182,22077300.0,54.2,33728622819.0,1527.751257,162762779.0
89,Cameroon,2014,4.81623220443726,22681853.0,54.8,36386546918.0,1604.214035,169612568.0
90,Cameroon,2015,5.07405138015747,23298376.0,55.3,32210232912.0,1382.50979,177358737.0
91,Cameroon,2016,5.25073766708374,23926549.0,55.6,33814337900.0,1413.255957,185173931.0
92,Cameroon,2017,4.93673753738403,24566070.0,55.9,36098550142.0,1469.4475,192872431.0
93,Cameroon,2018,5.24107789993286,25216261.0,56.4,39973839065.0,1585.240534,200804389.0
94,Cameroon,2019,5.14179992675781,25876387.0,56.7,39670977333.0,1533.095688,208202382.0
95,Cameroon,2020,5.04759979248047,26545864.0,57.3,40804449726.0,1537.130218,215091700.0
96,Canada,2005,7.48175287246704,32164313.0,79.1,1173110000000.0,36382.50792,25042819787.0
97,Canada,2006,7.48560380935669,32536994.0,79.4,1319260000000.0,40504.06073,25614229550.0
98,Canada,2007,7.48782444000244,32930795.0,79.5,1468820000000.0,44659.89514,26208894916.0
99,Canada,2008,7.65034627914429,33337638.0,79.7,1552990000000.0,46710.50558,26788262055.0
100,Canada,2009,7.42605352401733,33746093.0,80.0,1374630000000.0,40876.31015,27334872496.0
101,Canada,2010,7.41514444351196,34147566.0,81.0,1617340000000.0,47562.08343,27893676503.0
102,Canada,2011,7.59379386901855,34539156.0,85.0,1793330000000.0,52223.69611,28463546701.0
103,Canada,2012,7.30425786972046,34922031.0,85.0,1828370000000.0,52669.08996,29032809432.0
104,Canada,2013,7.41277265548706,35296535.0,87.0,1846600000000.0,52635.17496,29606508169.0
105,Canada,2014,7.24484586715698,35664338.0,81.0,1805750000000.0,50955.99832,30177071586.0
106,Canada,2015,7.41486835479736,36026668.0,81.2,1556510000000.0,43596.13554,30750132962.0
107,Canada,2016,7.17549657821655,36382942.0,81.5,1527990000000.0,42315.60371,31309699924.0
108,Canada,2017,7.10907649993896,36732091.0,81.6,1649270000000.0,45129.4293,31879060360.0
109,Canada,2018,7.02490472793579,37074558.0,81.8,1725330000000.0,46548.63841,32458530732.0
110,Canada,2019,7.10330009460449,37411038.0,82.0,1742020000000.0,46328.67184,33040920340.0
111,Canada,2020,7.02510023117065,37742157.0,82.2,1645420000000.0,43258.26387,33576743330.0
112,Chile,2005,5.69792985916138,16182713.0,77.3,122315000000.0,7558.371754,1741318811.0
113,Chile,2006,5.78943872451782,16354507.0,77.3,153840000000.0,9406.584485,1805268135.0
114,Chile,2007,6.49368619918823,16530201.0,77.8,172566000000.0,10439.42846,1875951383.0
115,Chile,2008,6.63565587997437,16708255.0,77.9,179663000000.0,10752.9723,1946746543.0
116,Chile,2009,6.52633476257324,16886184.0,78.0,171413000000.0,10151.05852,2012647046.0
117,Chile,2010,6.59912872314453,17062531.0,78.4,217105000000.0,12724.10406,2083958001.0
118,Chile,2011,6.74015378952026,17233584.0,78.9,251225000000.0,14577.63266,2162022405.0
119,Chile,2012,6.84423828125,17400359.0,78.9,267176000000.0,15354.6184,2241705986.0
120,Chile,2013,6.53274965286255,17571511.0,79.6,277239000000.0,15777.78151,2323516854.0
121,Chile,2014,6.57905626296997,17758969.0,79.3,259405000000.0,14606.99672,2401090633.0
122,Chile,2015,6.32011938095093,17969356.0,79.1,242497000000.0,13495.01061,2482915104.0
123,Chile,2016,6.43622064590454,18209072.0,79.8,249299000000.0,13690.90746,2567307132.0
124,Chile,2017,5.94225025177002,18470435.0,79.9,276365000000.0,14962.55685,2651353160.0
125,Chile,2018,6.15064287185669,18729166.0,81.0,295403000000.0,15772.33348,2735762427.0
126,Chile,2019,6.17189979553223,18952035.0,83.0,278585000000.0,14699.46278,2821891690.0
127,Chile,2020,6.17180013656616,19116209.0,85.0,252727000000.0,13220.57076,2903063180.0
128,China,2005,4.86286211013794,1330776380.0,71.7,2285970000000.0,1753.417829,97916885868.0
129,China,2006,4.84629487991333,1338408644.0,72.2,2752130000000.0,2099.229435,104000000000.0
130,China,2007,4.45436096191406,1345993891.0,72.7,3550340000000.0,2693.970063,111000000000.0
131,China,2008,4.65273666381836,1353569480.0,73.1,4594310000000.0,3468.304602,119000000000.0
132,China,2009,5.03720760345459,1361169410.0,73.5,5101700000000.0,3832.236432,127000000000.0
133,China,2010,5.09491729736328,1368810604.0,73.9,6087160000000.0,4550.453108,135000000000.0
134,China,2011,5.24109029769897,1376497633.0,74.2,7551500000000.0,5614.352135,145000000000.0
135,China,2012,5.19561910629272,1384206408.0,74.4,8532230000000.0,6300.615118,155000000000.0
136,China,2013,5.30387783050537,1391883335.0,74.5,9570410000000.0,7020.338485,165000000000.0
137,China,2014,5.32495594024658,1399453966.0,74.9,10475700000000.0,7636.116601,175000000000.0
138,China,2015,5.09906148910522,1406847868.0,75.0,11061600000000.0,8016.431435,184000000000.0
139,China,2016,5.13143396377563,1414049353.0,75.2,11233300000000.0,8094.363367,194000000000.0
140,China,2017,5.14412021636963,1421021794.0,75.4,12310400000000.0,8816.986905,204000000000.0
141,China,2018,5.77106475830078,1427647789.0,75.6,13894800000000.0,9905.342004,214000000000.0
142,China,2019,5.3390998840332,1433783692.0,75.8,14279900000000.0,10143.8382,225000000000.0
143,China,2020,5.58529996871948,1439323774.0,76.1,14687700000000.0,10408.66976,236000000000.0
144,Colombia,2005,6.13841152191162,42647731.0,71.4,145619000000.0,3414.465158,2193592255.0
145,Colombia,2006,6.16839504241943,43200901.0,71.5,161619000000.0,3741.092837,2255596791.0
146,Colombia,2007,6.27160453796387,43737512.0,71.8,206182000000.0,4714.073055,2315775631.0
147,Colombia,2008,6.40811347961426,44254972.0,72.4,242187000000.0,5472.53653,2382425687.0
148,Colombia,2009,6.46395254135132,44750054.0,72.8,232398000000.0,5193.241458,2454982407.0
149,Colombia,2010,6.37487983703613,45222699.0,73.1,286563000000.0,6336.709474,2531260831.0
150,Colombia,2011,6.60655069351196,45662747.0,73.1,334944000000.0,7335.166934,2607340606.0
151,Colombia,2012,6.44878911972046,46075721.0,73.5,370921000000.0,8050.255372,2687067778.0
152,Colombia,2013,6.38757181167603,46495492.0,73.5,382116000000.0,8218.347844,2774495634.0
153,Colombia,2014,6.23371505737305,46967706.0,73.6,381112000000.0,8114.343921,2863194777.0
154,Colombia,2015,6.15734195709229,47520667.0,73.6,293482000000.0,6175.87603,2955160135.0
155,Colombia,2016,5.98351240158081,48175048.0,74.2,282825000000.0,5870.777957,3048402114.0
156,Colombia,2017,6.35029792785645,48909844.0,74.3,311884000000.0,6376.706716,3134697902.0
157,Colombia,2018,5.70917510986328,49661056.0,74.4,334198000000.0,6729.583332,3219578427.0
158,Colombia,2019,6.01240015029907,50339443.0,74.6,323110000000.0,6418.615783,3309997733.0
159,Colombia,2020,5.78060007095337,50882884.0,74.8,270300000000.0,5312.198556,3399102674.0
160,Denmark,2005,7.83423328399658,5421701.0,76.9,264467000000.0,48799.8256,3457274966.0
161,Denmark,2006,7.97089195251465,5444293.0,77.0,282885000000.0,52026.99951,3516703727.0
162,Denmark,2007,7.68335866928101,5469920.0,77.0,319423000000.0,58487.05497,3571359728.0
163,Denmark,2008,7.77051544189453,5497731.0,77.3,353361000000.0,64322.0635,3622579558.0
164,Denmark,2009,7.78823184967041,5526389.0,77.7,321241000000.0,58163.27688,3671395565.0
165,Denmark,2010,7.51990938186646,5554849.0,78.1,321995000000.0,58041.39844,3720566069.0
166,Denmark,2011,7.58860683441162,5582980.0,78.1,344003000000.0,61753.64713,3764781246.0
167,Denmark,2012,7.50755929946899,5610909.0,78.4,327149000000.0,58507.50805,3804621405.0
168,Denmark,2013,7.5144248008728,5638152.0,78.8,343584000000.0,61191.1937,3846367301.0
169,Denmark,2014,7.5577826499939,5664199.0,78.9,352994000000.0,62548.98473,3883910718.0
170,Denmark,2015,7.59370231628418,5688695.0,79.2,302673000000.0,53254.85637,3919114412.0
171,Denmark,2016,7.64878559112549,5711346.0,79.7,313116000000.0,54663.99837,3956125798.0
172,Denmark,2017,7.69300317764282,5732277.0,80.0,332121000000.0,57610.09818,3990868885.0
173,Denmark,2018,7.5146312713623,5752131.0,81.0,356841000000.0,61591.92887,4025541236.0
174,Denmark,2019,7.61950016021729,5771877.0,84.0,347561000000.0,59775.7351,4056438497.0
175,Denmark,2020,7.63619995117188,5792203.0,86.0,356085000000.0,61063.31643,4082633409.0
176,Dominican Republic,2005,5.08130598068237,9097262.0,72.0,35777570136.0,3932.784407,409162209.0
177,Dominican Republic,2006,4.8423056602478,9218681.0,71.2,37879869898.0,4109.033591,428274141.0
178,Dominican Republic,2007,5.43161392211914,9338856.0,71.4,43965420072.0,4707.795052,448267071.0
179,Dominican Republic,2008,4.73502111434937,9458079.0,73.0,48122547177.0,5087.983213,468598907.0
180,Dominican Republic,2009,5.39653539657593,9576736.0,69.3,48261033298.0,5039.403122,488379573.0
181,Dominican Republic,2010,4.75331115722656,9695117.0,69.7,53860175556.0,5555.392014,508933026.0
182,Dominican Republic,2011,5.01551532745361,9813219.0,72.3,58029750746.0,5913.426649,530250940.0
183,Dominican Republic,2012,5.38733196258545,9930916.0,72.9,60681537196.0,6110.366576,551505694.0
184,Dominican Republic,2013,5.06186246871948,10048226.0,73.3,62682163837.0,6238.132367,572772654.0
185,Dominican Republic,2014,5.23869848251343,10165182.0,73.6,67179914027.0,6608.825501,594573265.0
186,Dominican Republic,2015,5.60520267486572,10281675.0,72.7,71164825257.0,6921.520594,618067854.0
187,Dominican Republic,2016,5.43321561813354,10397738.0,73.1,75704720190.0,7280.88361,642712421.0
188,Dominican Republic,2017,6.00423717498779,10513111.0,72.1,79997975622.0,7609.353275,666729343.0
189,Dominican Republic,2018,5.16840982437134,10627147.0,73.4,85555378043.0,8050.644076,692427431.0
190,Dominican Republic,2019,5.54510021209717,10738957.0,73.6,88941299734.0,8282.117131,719947619.0
191,Dominican Republic,2020,5.7371997833252,10847904.0,73.9,78844702329.0,7268.19691,747716929.0
192,Ecuador,2005,4.99587535858154,13825839.0,72.8,41507085000.0,3002.138604,655957316.0
193,Ecuador,2006,5.29651308059692,14059379.0,73.4,46802044000.0,3328.884156,684851947.0
194,Ecuador,2007,6.02180337905884,14296554.0,73.6,51007777000.0,3567.837186,718537463.0
195,Ecuador,2008,5.83805131912231,14535740.0,74.4,61762635000.0,4249.01897,748110525.0
196,Ecuador,2009,5.79508829116821,14774412.0,74.4,62519686000.0,4231.619235,780613726.0
197,Ecuador,2010,5.96071624755859,15011114.0,74.2,69555367000.0,4633.591284,815439334.0
198,Ecuador,2011,6.01920604705811,15243885.0,74.4,79276664000.0,5200.555108,852837710.0
199,Ecuador,2012,5.94585180282593,15474099.0,74.7,87924544000.0,5682.046108,889991732.0
200,Ecuador,2013,5.96407508850098,15707473.0,74.6,95129659000.0,6056.331213,929354073.0
201,Ecuador,2014,6.11543750762939,15951832.0,75.1,101726000000.0,6377.093929,972561015.0
202,Ecuador,2015,5.83951854705811,16212022.0,75.0,99290381000.0,6124.490887,1013320438.0
203,Ecuador,2016,6.12801027297974,16491116.0,75.3,99937696000.0,6060.092962,1052824471.0
204,Ecuador,2017,5.80913114547729,16785356.0,75.5,104296000000.0,6213.503127,1092100464.0
205,Ecuador,2018,5.35446166992188,17084359.0,76.0,107562000000.0,6295.934662,1130019905.0
206,Ecuador,2019,5.76399993896484,17373657.0,76.0,108108000000.0,6222.524653,1166777625.0
207,Ecuador,2020,5.53329992294312,17643060.0,76.2,99291124000.0,5627.77228,1197709388.0
208,Egypt,2005,5.54051065444946,75523576.0,68.8,89600665557.0,1186.393313,3132480025.0
209,Egypt,2006,4.63174104690552,76873670.0,68.6,107426086957.0,1397.43669,3308499089.0
210,Egypt,2007,5.06616449356079,78232124.0,68.7,130437828371.0,1667.317998,3494406417.0
211,Egypt,2008,4.66891622543335,79636081.0,68.6,162818181818.0,2044.527804,3689170414.0
212,Egypt,2009,4.17415857315063,81134789.0,69.0,189147005445.0,2331.26884,3892340086.0
213,Egypt,2010,4.20415687561035,82761244.0,69.4,218983666062.0,2645.968759,4093181569.0
214,Egypt,2011,3.55852031707764,84529251.0,69.5,235989672978.0,2791.810766,4306208216.0
215,Egypt,2012,4.88507270812988,86422240.0,69.7,279116666667.0,3229.68563,4514926545.0
216,Egypt,2013,4.76253843307495,88404652.0,69.8,288434108527.0,3262.657586,4721875713.0
217,Egypt,2014,4.55674076080322,90424668.0,69.9,305595408895.0,3379.557986,4943543743.0
218,Egypt,2015,3.92934417724609,92442549.0,70.0,329366576819.0,3562.932658,5162711129.0
219,Egypt,2016,4.00545072555542,94447071.0,74.0,332441717791.0,3519.87324,5396833763.0
220,Egypt,2017,4.32783174514771,96442590.0,72.0,235733695652.0,2444.290387,5647438524.0
221,Egypt,2018,4.47239685058594,98423602.0,79.0,249712999437.0,2537.125185,5875159991.0
222,Egypt,2019,4.2827000617981,100388076.0,78.0,303080865604.0,3019.092283,6101041543.0
223,Egypt,2020,4.28770017623901,102334403.0,79.0,363069245165.0,3547.870848,6314498289.0
224,El Salvador,2005,5.29553508758545,6052124.0,69.0,14698000000.0,2428.568879,135369005.0
225,El Salvador,2006,5.19149398803711,6079395.0,68.9,15999890000.0,2631.822739,142086817.0
226,El Salvador,2007,6.83908700942993,6105810.0,73.0,17011750000.0,2786.157774,148932397.0
227,El Salvador,2008,6.73991107940674,6131767.0,69.9,17986890000.0,2933.39424,155337114.0
228,El Salvador,2009,4.74129486083984,6157678.0,70.0,17601620000.0,2858.483344,161649573.0
229,El Salvador,2010,5.93437147140503,6183877.0,71.0,18447920000.0,2983.228806,167968202.0
230,El Salvador,2011,6.32506322860718,6210567.0,75.0,20283780000.0,3266.010978,174467607.0
231,El Salvador,2012,5.85652351379395,6237922.0,71.2,21386150000.0,3428.409332,180939489.0
232,El Salvador,2013,6.01849603652954,6266076.0,71.7,21990960000.0,3509.526536,187033961.0
233,El Salvador,2014,6.13982486724854,6295124.0,71.4,22593470000.0,3589.042885,193185116.0
234,El Salvador,2015,6.33931827545166,6325121.0,72.0,23438240000.0,3705.579704,199860431.0
235,El Salvador,2016,6.2411994934082,6356137.0,72.0,24191430000.0,3805.995686,206506226.0
236,El Salvador,2017,6.45482063293457,6388124.0,73.0,24979190000.0,3910.254403,212522043.0
237,El Salvador,2018,5.46192693710327,6420740.0,73.0,26020850000.0,4052.624775,218893254.0
238,El Salvador,2019,6.0605001449585,6453550.0,73.3,26896660000.0,4167.730939,225745929.0
239,El Salvador,2020,6.11999988555908,6486201.0,73.5,24638720000.0,3798.636521,231869645.0
240,Georgia,2005,3.70719456672668,4210158.0,71.8,6410823633.0,1642.760938,535721189.0
241,Georgia,2006,4.156090259552,4189721.0,73.0,7745394293.0,1996.057129,541817901.0
242,Georgia,2007,3.80063915252686,4166859.0,71.7,10172882371.0,2635.353882,548183252.0
243,Georgia,2008,4.10183715820312,4142648.0,72.7,12795076469.0,3324.735879,553492059.0
244,Georgia,2009,4.20303058624268,4119490.0,72.3,10766836277.0,2822.66743,559627685.0
245,Georgia,2010,4.25444555282593,4099095.0,73.9,12243505583.0,3233.295943,565835728.0
246,Georgia,2011,4.34892082214355,4081012.0,73.9,15107441447.0,4021.743306,573640254.0
247,Georgia,2012,4.28750801086426,4064097.0,74.4,16488403076.0,4421.818242,581892065.0
248,Georgia,2013,4.12194061279297,4048701.0,73.9,17189551521.0,4623.745725,589901363.0
249,Georgia,2014,4.44838619232178,4035310.0,73.2,17627003455.0,4739.188338,598835761.0
