,Country,Year,Happy Score,Population,Life Expectancy,GDP_USD,GDP_per_capita_USD,CO2 emission (Tons)
504,Russia,2013,5.99553871154785,144325456.0,70.508,2292473246621.0,15884.05338,1677642000.0
505,Russia,2014,5.85494565963745,144664837.0,71.018,2059241965491.0,14234.5715,1683891000.0
506,Russia,2015,5.57874298095703,144985059.0,71.464,1363481063447.0,9404.28671,1640747000.0
507,Russia,2016,5.51350021362305,145275374.0,71.835,1276786979222.0,8788.736481,1623124000.0
508,Russia,2017,5.44052362442017,145530091.0,72.139,1574199387071.0,10817.0027,1573022000.0
509,Russia,2018,5.49528884887695,145734034.0,72.386,1657328865710.0,11372.28429,1545660000.0
510,Russia,2019,5.47720003128052,145872260.0,72.584,1687448525467.0,11567.98781,1572014000.0
511,Russia,2020,5.45860004425049,145934460.0,69.615,1483497784868.0,10165.50707,1623757000.0
512,Saudi Arabia,2005,7.26669406890869,23816175.0,72.6,328460000000.0,13791.45476,7668645874.0
513,Saudi Arabia,2006,6.81137037277222,24498313.0,72.8,376900000000.0,15384.73836,8099937842.0
514,Saudi Arabia,2007,6.14759016036987,25184589.0,72.9,415965000000.0,16516.63178,8486444989.0
515,Saudi Arabia,2008,6.30709838867188,25888535.0,73.0,519797000000.0,20078.26007,8918781399.0
516,Saudi Arabia,2009,6.69978952407837,26630303.0,73.1,429098000000.0,16113.14371,9384625708.0
517,Saudi Arabia,2010,6.39635944366455,27421468.0,73.1,528207000000.0,19262.5476,9902341655.0
518,Saudi Arabia,2011,6.49513292312622,28267591.0,73.2,671239000000.0,23745.88058,10400000665.0
519,Saudi Arabia,2012,6.27837800979614,29154906.0,73.2,735975000000.0,25243.602,10963180158.0
520,Saudi Arabia,2013,6.34549188613892,30052058.0,73.3,746647000000.0,24845.12466,11503985390.0
521,Saudi Arabia,2014,6.47392129898071,30916603.0,73.4,756350000000.0,24464.21256,12113191007.0
522,Saudi Arabia,2015,6.29428243637085,31717676.0,73.7,654270000000.0,20627.92178,12788069175.0
523,Saudi Arabia,2016,6.35639333724976,32443443.0,73.9,644936000000.0,19878.76817,13427125661.0
524,Saudi Arabia,2017,6.5612473487854,33101182.0,74.1,688586000000.0,20802.46179,14066503627.0
525,Saudi Arabia,2018,6.55958843231201,33702757.0,74.3,816579000000.0,24228.83904,14688456370.0
526,Saudi Arabia,2019,6.49399995803833,34268529.0,74.4,803616000000.0,23450.56202,15310869119.0
527,Saudi Arabia,2020,6.52279996871948,34813867.0,74.5,703368000000.0,20203.66888,15936377001.0
528,South Africa,2005,5.20445442199707,47880595.0,57.3,288868000000.0,6033.101491,14145850450.0
529,South Africa,2006,5.34630680084229,48489464.0,56.0,303861000000.0,6266.533987,14592473038.0
530,South Africa,2007,5.21843099594116,49119766.0,54.9,333075000000.0,6780.884555,15057273313.0
531,South Africa,2008,4.65242862701416,49779472.0,54.0,316132000000.0,6350.65271,15551915567.0
532,South Africa,2009,4.93051147460938,50477013.0,53.7,329753000000.0,6532.736968,16054175011.0
533,South Africa,2010,5.13388776779175,51216967.0,53.8,417365000000.0,8148.961202,16521105019.0
534,South Africa,2011,3.66072726249695,52003759.0,54.0,458202000000.0,8810.930651,16995053971.0
535,South Africa,2012,4.82845640182495,52832659.0,54.5,434401000000.0,8222.197279,17456192937.0
536,South Africa,2013,4.88732576370239,53687125.0,55.3,400886000000.0,7467.079185,17912058881.0
537,South Africa,2014,4.76973962783813,54544184.0,56.5,381199000000.0,6988.808739,18392686817.0
538,South Africa,2015,4.51365518569946,55386369.0,58.0,346710000000.0,6259.839681,18843258345.0
539,South Africa,2016,4.88392210006714,56207649.0,58.9,323586000000.0,5756.965741,19308027414.0
540,South Africa,2017,5.03486347198486,57009751.0,59.2,381449000000.0,6690.939847,19772226154.0
541,South Africa,2018,4.94680070877075,57792520.0,69.0,404842000000.0,7005.095413,20236418776.0
542,South Africa,2019,4.95639991760254,58558267.0,62.0,387935000000.0,6624.761865,20712341392.0
543,South Africa,2020,5.1939001083374,59308690.0,62.9,335442000000.0,5655.867654,21164298479.0
544,South Korea,2005,5.7672758102417,48701069.0,78.354,934901071333.0,19196.72587,472455700.0
545,South Korea,2006,5.38962459564209,48880449.0,78.806,1053216909888.0,21546.79287,492946900.0
546,South Korea,2007,5.64768981933594,49034813.0,79.243,1172614086540.0,23913.90962,488551400.0
547,South Korea,2008,6.11602449417114,49182458.0,79.66,1047339010225.0,21294.97087,494420900.0
548,South Korea,2009,6.94659900665283,49347450.0,80.056,943941876219.0,19128.48336,508338100.0
549,South Korea,2010,6.00328683853149,49545638.0,80.432,1144066965324.0,23091.17435,518325900.0
550,South Korea,2011,5.9588098526001,49786153.0,80.79,1253223044719.0,25172.12054,530486600.0
551,South Korea,2012,5.80132532119751,50060639.0,81.137,1278427634343.0,25537.58122,580129900.0
552,South Korea,2013,5.78021144866943,50345720.0,81.472,1370795199976.0,27227.6412,602183000.0
553,South Korea,2014,5.97056436538696,50607904.0,81.795,1484318219634.0,29329.77069,603828700.0
554,South Korea,2015,5.87388706207275,50823087.0,82.1,1465773245547.0,28840.69686,602311600.0
555,South Korea,2016,5.84023141860962,50983446.0,82.379,1500111596236.0,29423.50339,588734300.0
556,South Korea,2017,5.90281677246094,51096408.0,82.628,1623901496836.0,31781.12827,607478500.0
557,South Korea,2018,5.79269552230835,51171700.0,82.846,1724845615629.0,33707.02196,614226600.0
558,South Korea,2019,5.84549999237061,51225321.0,83.033,1646739219510.0,32146.97707,623687000.0
559,South Korea,2020,5.93510007858276,51269183.0,80.982,1630525005469.0,31803.21804,626744800.0
560,Spain,2005,6.99461460113525,44019118.0,79.1,1153720000000.0,26429.15094,10597350513.0
561,Spain,2006,7.29447269439697,44728561.0,79.4,1260400000000.0,28389.07858,10958053115.0
562,Spain,2007,6.19860124588013,45429071.0,79.5,1474000000000.0,32591.35031,11326599135.0
563,Spain,2008,6.18826246261597,46068811.0,79.4,1631860000000.0,35510.72223,11663366600.0
564,Spain,2009,6.51824903488159,46583566.0,81.0,1491470000000.0,32169.50285,11960751675.0
565,Spain,2010,6.29069042205811,46931011.0,81.0,1422110000000.0,30532.48051,12244624388.0
566,Spain,2011,6.15002727508545,47084242.0,88.0,1480710000000.0,31677.90031,12529353918.0
567,Spain,2012,6.45647764205933,47063059.0,89.0,1324740000000.0,28322.80925,12808317845.0
568,Spain,2013,6.38066339492798,46930554.0,81.3,1355140000000.0,29067.80946,13061043968.0
569,Spain,2014,6.31861209869385,46777927.0,81.6,1371220000000.0,29500.78943,13316111870.0
570,Spain,2015,6.23017311096191,46671919.0,81.9,1195600000000.0,25742.36883,13587806073.0
571,Spain,2016,6.51337099075317,46634131.0,82.1,1232910000000.0,26523.34822,13848564029.0
572,Spain,2017,6.45744943618774,46647425.0,82.0,1312540000000.0,28170.16786,14123205992.0
573,Spain,2018,6.50217533111572,46692863.0,82.4,1420990000000.0,30364.57994,14392919429.0
574,Spain,2019,6.49069976806641,46736782.0,82.6,1393050000000.0,29554.49052,14644417928.0
575,Spain,2020,6.47629976272583,46754783.0,82.8,1281480000000.0,27056.42175,14853332896.0
576,Sweden,2005,7.24136257171631,9038627.0,79.6,392218000000.0,43437.06312,4294318961.0
577,Sweden,2006,7.51599740982056,9096170.0,79.8,423093000000.0,46593.60216,4348021600.0
578,Sweden,2007,7.26597738265991,9162941.0,79.9,491253000000.0,53700.00534,4400991791.0
579,Sweden,2008,7.49601888656616,9236433.0,82.0,517706000000.0,56152.55234,4451878630.0
580,Sweden,2009,7.38223218917847,9313085.0,83.0,436537000000.0,46946.96027,4499130831.0
581,Sweden,2010,7.56014776229858,9390157.0,85.0,495813000000.0,52869.04429,4552257184.0
582,Sweden,2011,7.43401050567627,9466705.0,88.0,574094000000.0,60755.75955,4601514453.0
583,Sweden,2012,7.23914766311646,9542817.0,89.0,552484000000.0,58037.82132,4648288304.0
584,Sweden,2013,7.28892230987549,9618016.0,81.1,586842000000.0,61126.9432,4693494300.0
585,Sweden,2014,7.36874437332153,9692137.0,81.4,581964000000.0,60020.36046,4736830244.0
586,Sweden,2015,7.28680467605591,9764949.0,81.5,505104000000.0,51545.48361,4780432845.0
587,Sweden,2016,7.37479209899902,9836003.0,81.7,515655000000.0,51965.15715,4823694854.0
588,Sweden,2017,7.39809274673462,9904895.0,81.7,541019000000.0,53791.50873,4866288582.0
589,Sweden,2018,7.31434106826782,9971630.0,81.9,555455000000.0,54589.06039,4908383990.0
590,Sweden,2019,7.36269998550415,10036391.0,82.3,533880000000.0,51939.42974,4949320857.0
591,Sweden,2020,7.38430023193359,10099270.0,82.4,541487000000.0,52300.2062,4987955651.0
592,Tajikistan,2005,4.4316086769104,6789318.0,63.7,2312327536.0,340.5831832,416277061.0
593,Tajikistan,2006,5.06398677825928,6922590.0,64.0,2830220713.0,408.8384135,418932229.0
594,Tajikistan,2007,4.5751748085022,7062667.0,64.3,3719506173.0,526.6432883,422159325.0
595,Tajikistan,2008,4.38063621520996,7209924.0,65.2,5161337336.0,715.8657063,425055345.0
596,Tajikistan,2009,4.26267147064209,7364752.0,65.9,4979481980.0,676.1235111,427499319.0
597,Tajikistan,2010,4.49657154083252,7527397.0,65.5,5642178580.0,749.5524123,430035734.0
598,Tajikistan,2011,4.96652126312256,7697507.0,65.9,6522732203.0,847.3824321,432376470.0
599,Tajikistan,2012,4.89615774154663,7874838.0,66.1,7633049792.0,969.2961039,435309882.0
600,Tajikistan,2013,5.12421083450317,8059782.0,66.4,8448469838.0,1048.225602,438216775.0
601,Tajikistan,2014,5.10372114181519,8252827.0,66.7,9112544556.0,1104.172358,442816897.0
602,Tajikistan,2015,5.82923412322998,8454019.0,67.3,8271454301.0,978.4049812,448119179.0
603,Tajikistan,2016,5.49746894836426,8663575.0,68.1,6992393787.0,807.1025861,454559091.0
604,Tajikistan,2017,5.4640154838562,8880270.0,68.8,7536439875.0,848.6723799,462424105.0
605,Tajikistan,2018,5.37339878082275,9100847.0,69.3,7765014424.0,853.2188734,471531723.0
606,Tajikistan,2019,5.46619987487793,9321023.0,69.6,8300784857.0,890.5444024,480165854.0
607,Tajikistan,2020,5.37709999084473,9537642.0,69.7,8133996648.0,852.8309878,489613510.0
608,Tanzania,2005,4.3179497718811,38450323.0,54.349,18399046025.0,492.6313477,3978593.0
609,Tanzania,2006,4.38474178314209,39548666.0,55.119,18649590248.0,485.4974365,5395919.0
610,Tanzania,2007,3.40750789642334,40681416.0,55.926,21843529025.0,552.8394775,6009584.0
611,Tanzania,2008,3.22912907600403,41853944.0,56.777,27941177435.0,687.3904419,6413235.0
612,Tanzania,2009,4.07356214523315,43073830.0,57.666,29081425282.0,695.2168579,6257558.0
613,Tanzania,2010,4.00689744949341,44346532.0,58.584,32014249841.0,743.4036865,6463282.0
614,Tanzania,2011,3.85239481925964,45673520.0,59.525,34657139495.0,781.4338989,6287901.0
615,Tanzania,2012,3.48327851295471,47053033.0,60.47,39650530214.0,867.8574829,7331722.0
616,Tanzania,2013,3.66059732437134,48483132.0,61.398,45680532614.0,970.3995972,8661963.0
617,Tanzania,2014,2.90273427963257,49960563.0,62.288,49964788814.0,1030.077637,10479890.0
618,Tanzania,2015,3.3471212387085,51482638.0,63.111,47378599025.0,947.9333496,11478780.0
619,Tanzania,2016,3.44502329826355,53049231.0,63.844,49774021003.0,966.5029907,11382730.0
620,Tanzania,2017,3.64015483856201,54660345.0,64.479,53320625959.0,1004.906616,12411550.0
621,Tanzania,2018,3.78568410873413,56313444.0,65.015,57003713611.0,1042.838745,11591930.0
622,Tanzania,2019,3.62319993972778,58005461.0,65.456,61136873692.0,1085.884888,12055210.0
623,Tanzania,2020,3.70239996910095,59734213.0,60.267,62409709111.0,1076.469727,12283430.0
624,Thailand,2005,5.78389120101929,65416189.0,71.1,189319000000.0,2894.062656,3429230240.0
625,Thailand,2006,5.63647127151489,65812539.0,71.2,221758000000.0,3369.543198,3655560812.0
626,Thailand,2007,5.47564506530762,66182064.0,71.4,262942000000.0,3973.017172,3884970942.0
627,Thailand,2008,6.21670293807983,66530979.0,71.7,291383000000.0,4379.658787,4111844432.0
628,Thailand,2009,6.66360902786255,66866834.0,71.6,281710000000.0,4213.006654,4354118162.0
629,Thailand,2010,6.30023527145386,67195032.0,72.5,341105000000.0,5076.339872,4609523027.0
630,Thailand,2011,6.23102474212646,67518379.0,73.0,370819000000.0,5492.1215,4863135212.0
631,Thailand,2012,6.98546361923218,67835969.0,73.3,397558000000.0,5860.581471,5133403120.0
632,Thailand,2013,6.20176267623901,68144519.0,73.5,420333000000.0,6168.261356,5421000776.0
633,Thailand,2014,6.07363986968994,68438748.0,73.7,407339000000.0,5951.883487,5703649146.0
634,Thailand,2015,5.9388952255249,68714519.0,73.9,401296000000.0,5840.053067,5989336794.0
635,Thailand,2016,6.01156187057495,68971313.0,74.1,413366000000.0,5993.305516,6272771329.0
636,Thailand,2017,6.02215147018433,69209817.0,74.3,456357000000.0,6593.818352,6558730892.0
637,Thailand,2018,5.88454437255859,69428454.0,74.5,506755000000.0,7298.947146,6834907848.0
638,Thailand,2019,5.98470020294189,69625581.0,74.6,544081000000.0,7814.384431,7106532407.0
639,Thailand,2020,5.89120006561279,69799978.0,74.9,499682000000.0,7158.766684,7364298189.0
640,Turkey,2005,5.62347173690796,67903461.0,74.0,506308311477.0,7456.296101,5486819690.0
641,Turkey,2006,5.11823177337646,68756809.0,78.0,557057829051.0,8101.856924,5768468875.0
642,Turkey,2007,5.21284151077271,69581854.0,71.2,681337335022.0,9791.88245,6081205583.0
643,Turkey,2008,5.49034738540649,70418612.0,71.6,770462156204.0,10941.17215,6390526778.0
644,Turkey,2009,5.27194404602051,71321406.0,72.0,649272568774.0,9103.474051,6705886416.0
645,Turkey,2010,5.3090763092041,72326992.0,72.4,776992599947.0,10742.77498,7020266449.0
646,Turkey,2011,4.88817739486694,73443254.0,72.8,838762755164.0,11420.55546,7359748701.0
647,Turkey,2012,5.57979440689087,74651046.0,73.2,880556375780.0,11795.63346,7713414910.0
648,Turkey,2013,5.51446533203125,75925454.0,73.5,957783020853.0,12614.78161,8058635494.0
649,Turkey,2014,5.32622194290161,77229262.0,73.9,938952628604.0,12157.99043,8420310957.0
650,Turkey,2015,5.607262134552,78529413.0,74.2,864316670331.0,11006.27952,8801642900.0
651,Turkey,2016,5.1856894493103,79827868.0,74.5,869692960366.0,10894.60338,9202882638.0
652,Turkey,2017,4.87207365036011,81116451.0,74.8,858996263096.0,10589.66772,9628211868.0
653,Turkey,2018,4.86155414581299,82340090.0,75.2,778377023569.0,9453.196172,10047648773.0
654,Turkey,2019,4.9475998878479,83429607.0,75.5,761428183369.0,9126.594392,10446993687.0
655,Turkey,2020,4.74420022964478,84339067.0,75.8,720101212394.0,8538.16906,10839787738.0
656,Uganda,2005,4.45583868026733,27684590.0,46.6,9239221859.0,333.7315763,45056521.0
657,Uganda,2006,4.56861925125122,28571475.0,47.7,9977647645.0,349.2171001,47439907.0
658,Uganda,2007,4.61198568344116,29486335.0,48.8,11902564401.0,403.6637446,50149897.0
659,Uganda,2008,4.19288206100464,30431734.0,51.0,14440404021.0,474.5179496,52929511.0
660,Uganda,2009,4.82600116729736,31411096.0,51.3,25127805566.0,799.9658963,55929309.0
661,Uganda,2010,4.30923795700073,32428164.0,53.2,26673441667.0,822.5393725,59498928.0
662,Uganda,2011,3.7095787525177,33476771.0,54.9,27871725206.0,832.5690782,63322997.0
663,Uganda,2012,3.7699191570282,34558700.0,55.5,27305915761.0,790.1314506,66949984.0
664,Uganda,2013,4.23768663406372,35694519.0,56.3,28915786997.0,810.090395,70704514.0
665,Uganda,2014,4.23326110839844,36911530.0,57.5,32612397758.0,883.5287445,74794180.0
666,Uganda,2015,4.00051689147949,38225447.0,58.4,32387183845.0,847.2676289,79319750.0
667,Uganda,2016,4.32171487808228,39649173.0,59.3,29203988815.0,736.5598474,84110087.0
668,Uganda,2017,4.94805145263672,41166588.0,60.0,30744473912.0,746.8307529,89483596.0
669,Uganda,2018,4.64090967178345,42729032.0,67.0,32927025573.0,770.6007843,94981979.0
670,Uganda,2019,4.63649988174438,44269587.0,61.5,35353060634.0,798.5857341,100702776.0
671,Uganda,2020,4.60260009765625,45741000.0,62.3,37600368181.0,822.0276815,105594979.0
672,Ukraine,2005,5.25218152999878,46890775.0,67.5,89239370109.0,1894.470825,26477095771.0
673,Ukraine,2006,5.1723804473877,46607397.0,67.7,111885000000.0,2391.323975,26809766108.0
674,Ukraine,2007,5.16563940048218,46366347.0,67.6,148734000000.0,3197.934326,27146130122.0
675,Ukraine,2008,5.05756139755249,46158709.0,67.6,188111000000.0,4066.547852,27471662835.0
676,Ukraine,2009,5.08313274383545,45970942.0,67.4,121553000000.0,2639.391602,27748956336.0
677,Ukraine,2010,5.03034210205078,45792086.0,67.0,141210000000.0,3078.429932,28043034658.0
678,Ukraine,2011,4.71080255508423,45619850.0,67.7,169333000000.0,3704.824951,28350987499.0
679,Ukraine,2012,4.29732990264893,45453805.0,67.5,182592000000.0,4004.804443,28654963929.0
680,Ukraine,2013,3.96454286575317,45286988.0,67.7,190499000000.0,4187.739746,28952213568.0
681,Ukraine,2014,4.02869033813477,45111530.0,69.2,133503000000.0,3104.643311,29209722174.0
682,Ukraine,2015,4.3110671043396,44921636.0,69.8,91030959455.0,2124.662354,29433544289.0
683,Ukraine,2016,4.66190910339355,44713708.0,75.0,93355993629.0,2187.730469,29667550244.0
684,Ukraine,2017,4.70176219940186,44487708.0,77.0,112091000000.0,2638.326172,29890635220.0
685,Ukraine,2018,5.26967573165894,44246158.0,71.0,130891000000.0,3096.561768,30122668146.0
686,Ukraine,2019,4.87480020523071,43993643.0,78.0,153883000000.0,3661.456299,30345247469.0
687,Ukraine,2020,5.08409976959229,43733759.0,71.3,156618000000.0,3751.740723,30559156342.0
688,United Kingdom,2005,6.80193090438843,60287953.0,79.052,2544830000000.0,42132.09072,71321693012.0
689,United Kingdom,2006,6.98646354675293,60821349.0,79.316,2717060000000.0,44654.09692,71889264950.0
690,United Kingdom,2007,6.90654706954956,61455154.0,79.584,3106180000000.0,50653.25691,72448501368.0
691,United Kingdom,2008,7.02936410903931,62145098.0,79.85,2938880000000.0,47549.34863,72992999493.0
692,United Kingdom,2009,6.86924886703491,62828620.0,80.11,2425800000000.0,38952.21103,73486894347.0
693,United Kingdom,2010,6.880784034729,63459801.0,80.352,2491110000000.0,39688.61497,73998525977.0
694,United Kingdom,2011,6.91805505752563,64021922.0,80.564,2674890000000.0,42284.88449,74467979649.0
695,United Kingdom,2012,6.75814771652222,64525300.0,80.739,2719160000000.0,42686.80005,74955496204.0
696,United Kingdom,2013,6.51544523239136,64984015.0,80.876,2803290000000.0,43713.81412,75432883692.0
697,United Kingdom,2014,6.82428359985352,65423048.0,80.978,3087170000000.0,47787.2413,75871424691.0
698,United Kingdom,2015,7.10327339172363,65860149.0,81.052,2956570000000.0,45404.56777,76293764798.0
699,United Kingdom,2016,7.2334451675415,66297944.0,81.111,2722850000000.0,41499.5557,76693102192.0
700,United Kingdom,2017,7.157151222229,66727463.0,81.168,2699020000000.0,40857.75558,77080667373.0
701,United Kingdom,2018,6.79817724227905,67141678.0,81.236,2900790000000.0,43646.95197,77462557032.0
702,United Kingdom,2019,7.06360006332397,67530161.0,81.321,2878670000000.0,43070.49836,77831566725.0
703,United Kingdom,2020,6.94250011444092,67886004.0,80.487,2756900000000.0,41098.07865,78161145636.0
704,United States,2005,7.51268768310547,294993509.0,77.685,13039200000000.0,44123.40707,334000000000.0
705,United States,2006,7.28038597106934,297758977.0,77.892,13815600000000.0,46302.00088,340000000000.0
706,United States,2007,7.15803241729736,300608425.0,78.101,14474200000000.0,48050.22378,347000000000.0
707,United States,2008,7.16361618041992,303486022.0,78.303,14769900000000.0,48570.04598,353000000000.0
708,United States,2009,7.1151385307312,306307565.0,78.49,14478100000000.0,47194.94335,358000000000.0
709,United States,2010,7.02622699737549,309011469.0,78.652,15049000000000.0,48650.64313,364000000000.0
710,United States,2011,7.24928522109985,311584051.0,78.777,15599700000000.0,50065.9665,369000000000.0
711,United States,2012,7.15111446380615,314043885.0,78.862,16254000000000.0,51784.41857,375000000000.0
712,United States,2013,6.86394691467285,316400539.0,78.909,16843200000000.0,53291.12769,380000000000.0
713,United States,2014,6.80359983444214,318673422.0,78.922,17550700000000.0,55123.84979,386000000000.0
714,United States,2015,6.99175930023193,320878312.0,78.91,18206000000000.0,56762.72945,391000000000.0
715,United States,2016,6.8826847076416,323015992.0,78.885,18695100000000.0,57866.74493,396000000000.0
716,United States,2017,6.94370126724243,325084758.0,78.861,19479600000000.0,59914.7778,401000000000.0
717,United States,2018,7.02808809280396,327096263.0,78.851,20527200000000.0,62805.25376,407000000000.0
718,United States,2019,6.95149993896484,329064917.0,78.862,21372600000000.0,65094.79943,412000000000.0
719,United States,2020,6.97679996490479,331002647.0,78.597,20893700000000.0,63027.67953,417000000000.0
720,Uruguay,2005,5.69394588470459,3321799.0,75.1,17362857684.0,5226.9441,267413347.0
721,Uruguay,2006,5.66386985778809,3325403.0,75.2,19579457966.0,5887.845162,274010442.0
722,Uruguay,2007,6.29622268676758,3331753.0,75.4,23410572634.0,7026.503055,279957943.0
723,Uruguay,2008,6.06201076507568,3340221.0,75.4,30366213119.0,9091.079039,288159572.0
724,Uruguay,2009,6.55404710769653,3349676.0,75.4,31660911277.0,9451.932449,296106343.0
725,Uruguay,2010,6.44972848892212,3359273.0,75.7,40284481652.0,11992.02377,302404303.0
726,Uruguay,2011,6.44446468353271,3368926.0,76.2,47962439304.0,14236.715,310056947.0
727,Uruguay,2012,6.56144380569458,3378975.0,75.4,51264390116.0,15171.58017,318648738.0
728,Uruguay,2013,6.62808036804199,3389436.0,76.4,57531233351.0,16973.68924,326141111.0
729,Uruguay,2014,6.17148542404175,3400439.0,76.6,57236013086.0,16831.94819,332825434.0
730,Uruguay,2015,6.33600997924805,3412013.0,76.3,53274304222.0,15613.74597,339550899.0
731,Uruguay,2016,6.37171459197998,3424139.0,77.0,57236652490.0,16715.63347,346071339.0
732,Uruguay,2017,6.60033702850342,3436645.0,76.5,64233966861.0,18690.89384,352233912.0
733,Uruguay,2018,6.30968141555786,3449290.0,76.8,64515038268.0,18703.86029,358804882.0
734,Uruguay,2019,6.43139982223511,3461731.0,76.8,61231149881.0,17688.01501,365388867.0
735,Uruguay,2020,6.47359991073608,3473727.0,77.0,53560755047.0,15418.81531,371228927.0
736,Zimbabwe,2005,3.28024673461914,12076697.0,46.0,5755215200.0,476.5554025,630859573.0
737,Zimbabwe,2006,3.17426371574402,12155496.0,45.3,5443896500.0,447.8547399,641225034.0
738,Zimbabwe,2007,4.05591440200806,12255920.0,44.8,5291950100.0,431.7872587,651060195.0
739,Zimbabwe,2008,4.68156957626343,12379553.0,44.5,4415702800.0,356.6932344,658780209.0
740,Zimbabwe,2009,4.84564161300659,12526964.0,44.3,9665793300.0,771.5990323,664256525.0
741,Zimbabwe,2010,4.95510053634644,12697728.0,44.6,12041655200.0,948.331481,672134841.0
742,Zimbabwe,2011,4.69018793106079,12894323.0,45.4,14101920300.0,1093.653409,681878824.0
743,Zimbabwe,2012,4.18445062637329,13115149.0,46.6,17114849900.0,1304.968011,689761713.0
744,Zimbabwe,2013,3.70319128036499,13350378.0,48.2,19091020000.0,1429.998461,701597967.0
745,Zimbabwe,2014,3.73540019989014,13586710.0,50.0,19495519600.0,1434.896277,713503654.0
746,Zimbabwe,2015,3.63830018043518,13814642.0,52.4,19963120600.0,1445.069702,725729475.0
747,Zimbabwe,2016,3.61647987365723,14030338.0,54.9,20548678100.0,1464.588957,736467042.0
748,Zimbabwe,2017,2.69352316856384,14236599.0,56.6,17584890937.0,1235.189032,746048675.0
749,Zimbabwe,2018,3.15980219841003,14438812.0,58.0,18115543791.0,1254.642265,757903042.0
750,Zimbabwe,2019,3.14479994773865,14645473.0,59.2,19284289739.0,1316.740657,768852126.0
751,Zimbabwe,2020,2.9951000213623,14862927.0,67.0,18051170799.0,1214.50982,779383468.0
